字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.00844961,0.981223,2
性价比,游玩,0.614,一家人游玩最佳地,0.999281,0.000718654,0.998403,2
性价比,游玩,0.614,乘船游玩还是很棒的,0.999546,0.000453765,0.998992,2
环境和景观,夜景,0.619,可以坐游船在秦淮河上看看两岸的夜景,0.998328,0.00167191,0.996285,2
环境和景观,人文,0.611,南京非常有人文的景点哦,0.999789,0.000210956,0.999531,2
环境和景观,夜景,0.619,夜景非常美丽的,0.999892,0.000108124,0.99976,2
性价比,感受,0.66,这里感受盛世黄金盛世这里就是顺势,0.958806,0.0411942,0.908457,2
文化和历史价值,历史,0.647,历史名胜,0.999304,0.00069556,0.998454,2
环境和景观,名胜,0.615,历史名胜,0.999304,0.00069556,0.998454,2
文化和历史价值,历史,0.647,有历史底蕴,0.998967,0.00103275,0.997705,2
环境和景观,夜景,0.619,夜景很漂亮,0.999927,7.31474e-05,0.999837,2
性价比,游玩,0.614,很有游玩的乐趣,0.999803,0.000197095,0.999562,2
性价比,标志性,0.65,标志性地标,0.988371,0.0116291,0.974158,2
环境和景观,地标,0.618,标志性地标,0.988371,0.0116291,0.974158,2
设施和服务,商品,0.89,商品丰富,0.989493,0.0105065,0.976652,2
环境和景观,人文,0.611,自然风光与人文底蕴并存,0.99801,0.0019904,0.995577,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,感受,0.66,感受古都风采美景,0.999876,0.000124152,0.999724,2
性价比,玩玩,0.634,适合全家去玩玩,0.998978,0.00102229,0.997728,2
环境和景观,环境,0.621,环境不错,0.989503,0.0104973,0.976673,2
环境和景观,环境优美,0.622,环境优美,0.999537,0.00046279,0.998972,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,玩,0.633,有空可以带家人慢节奏玩,0.983613,0.0163875,0.963583,2
性价比,标志性,0.65,南京非常著名的标志性地标,0.999459,0.000540874,0.998798,2
环境和景观,地标,0.618,南京非常著名的标志性地标,0.999459,0.000540874,0.998798,2
环境和景观,夜景,0.619,夜景也很美,0.999982,1.82218e-05,0.99996,2
环境和景观,夜景,0.619,秦淮河的夜景最为美丽,0.999964,3.61176e-05,0.99992,2
性价比,游玩,0.614,景区风景怡人周边配套齐全值得游玩,0.994466,0.00553367,0.987703,2
环境和景观,地标,0.618,南京的地标,0.990359,0.00964101,0.978576,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,环境,0.621,环境更美,0.998206,0.00179444,0.996012,2
文化和历史价值,历史,0.647,历史文化,0.999734,0.00026645,0.999408,2
文化和历史价值,历史,0.647,历史见证,0.99847,0.00152999,0.9966,2
环境和景观,环境优美,0.622,环境优美,0.999537,0.00046279,0.998972,2
环境和景观,环境,0.621,环境很不错,0.996991,0.00300863,0.993314,2
环境和景观,人文,0.611,充满人文气息,0.999736,0.000263523,0.999414,2
性价比,游玩,0.614,有游玩的,0.995164,0.00483605,0.989253,2
环境和景观,夜景,0.619,夜景是非常的赞,0.999909,9.11358e-05,0.999797,2
环境和景观,环境,0.621,环境好,0.995576,0.00442413,0.990169,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
环境和景观,夜景,0.619,夜景不错,0.996551,0.00344917,0.992335,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
性价比,玩,0.633,下次还要来玩,0.999872,0.000127776,0.999716,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
环境和景观,夜景,0.619,夜景很漂亮,0.999927,7.31473e-05,0.999837,2
性价比,感受,0.66,感受历史,0.999521,0.000478997,0.998936,2
文化和历史价值,历史,0.647,感受历史,0.999521,0.000478997,0.998936,2
环境和景观,地标,0.618,南京地标,0.98275,0.0172501,0.961667,2
环境和景观,地标,0.618,南京地标,0.98275,0.01725,0.961667,2
环境和景观,夜景,0.619,夜景非常的美丽,0.999957,4.30607e-05,0.999904,2
环境和景观,夜景,0.619,夜景太美,0.999861,0.00013856,0.999692,2
环境和景观,夜景,0.619,夜景很美,0.999893,0.000106615,0.999763,2
环境和景观,环境,0.621,环境不错,0.989503,0.0104973,0.976673,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,夜景很漂亮,0.999927,7.31473e-05,0.999837,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,感受到,0.6,你可以感受到夫子庙的美妙也可以感受到请你快喝一袋独特的魅力,0.999455,0.000544942,0.998789,2
性价比,感受到,0.6,你可以感受到夫子庙的美妙也可以感受到请你快喝一袋独特的魅力,0.999455,0.000544942,0.998789,2
环境和景观,地标,0.618,南京的地标,0.990359,0.00964101,0.978576,2
设施和服务,消费,0.62,"
但是周边的区域依旧是南京重点的消费中心",0.840512,0.159488,0.645582,2
性价比,性价比,1.0,性价比还可以,0.999785,0.000214908,0.999522,2
性价比,玩,0.633,有吃有玩,0.989924,0.0100756,0.97761,2
环境和景观,夜景,0.619,有朱雀桥边野草花的乌衣巷也有灯火通明的现代秦淮河夜景,0.944149,0.0558506,0.875888,2
设施和服务,服务,0.622,超级vip服务,0.929888,0.0701122,0.844195,2
性价比,成,0.618,成了现在比较多的人去的地方,0.895274,0.104726,0.767274,2
性价比,玩,0.633,吸引了好多游客和本地人来玩,0.985974,0.0140257,0.968832,2
文化和历史价值,史料,0.551,大多数是根据史料加上想象复建的,0.991381,0.00861873,0.980847,2
文化和历史价值,历史,0.647,在这样一个历史古迹里,0.959364,0.040636,0.909698,2
环境和景观,古迹,0.61,在这样一个历史古迹里,0.959364,0.040636,0.909698,2
设施和服务,汉服,0.638,汉服店不错,0.995844,0.00415557,0.990765,2
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.00844961,0.981223,2
文化和历史价值,历史,0.647,悠久的历史文化吸引着来自世界各地全国各地的游客,0.994573,0.00542731,0.987939,2
设施和服务,住宿,0.623,建议在南京住宿可以选择在秦淮河夫子庙周边,0.917654,0.0823456,0.81701,2
环境和景观,夜景,0.619,可以欣赏一下秦淮河夫子庙的夜景,0.999449,0.000551068,0.998775,2
性价比,感受,0.66,感受古秦淮的魅力,0.999699,0.000300916,0.999331,2
环境和景观,夜景,0.619,然后晚上看河道江边的夜景,0.975183,0.0248174,0.94485,2
性价比,性价比,1.0,朋友们来过就知道性价比有多高了,0.99848,0.00151948,0.996623,2
文化和历史价值,历史,0.647,游览中国第一历史文化名河秦淮河已经成南京特色旅游品牌,0.991298,0.0087017,0.980663,2
性价比,成,0.618,游览中国第一历史文化名河秦淮河已经成南京特色旅游品牌,0.991298,0.00870169,0.980663,2
性价比,游玩,0.614,计划五一节去南京打卡游玩,0.997677,0.00232321,0.994837,2
环境和景观,夜景,0.619,夜景漂亮,0.99991,9.04479e-05,0.999799,2
环境和景观,古迹,0.61,秦淮河有很多古迹,0.997939,0.00206131,0.995419,2
文化和历史价值,商业,0.556,但就是商业味太重,0.0891676,0.910832,0.80185,0
性价比,玩,0.633,特别是晚上去玩再坐坐游船那更爽,0.999341,0.00065885,0.998536,2
设施和服务,消费,0.62,消费中等,0.336006,0.663994,0.253319,0
文化和历史价值,历史,0.647,历史非常悠久,0.998719,0.00128121,0.997153,2
环境和景观,地标,0.618,地标么,0.358243,0.641756,0.203903,0
环境和景观,地标,0.618,"

和其他城市地标一样样",0.918291,0.0817088,0.818425,2
环境和景观,古迹,0.61,一点古迹加上仿古商圈,0.916045,0.0839552,0.813433,2
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
文化和历史价值,历史,0.647,能让你领悟到六朝古都的历史底蕴,0.998025,0.00197514,0.995611,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
文化和历史价值,历史,0.647,历史厚重,0.999541,0.000458982,0.99898,2
环境和景观,文化底蕴,0.619,文化底蕴,0.999675,0.000324962,0.999278,2
性价比,游玩,0.614,可以坐船游玩一下,0.996289,0.00371101,0.991753,2
性价比,感受,0.66,感受下浓厚的文化氛围,0.998566,0.00143361,0.996814,2
文化和历史价值,历史,0.647,历史的气息扑面而来,0.999657,0.000343164,0.999237,2
性价比,成林,0.602,南京城内一时庙宇成林,0.969529,0.0304711,0.932287,2
性价比,游玩,0.614,每次来南京都会游玩一番的著名景点,0.999881,0.000119276,0.999735,2
性价比,趣味性,0.726,趣味性十足,0.999577,0.000423091,0.99906,2
性价比,性价比,1.0,性价比不错,0.999882,0.00011803,0.999738,2
文化和历史价值,商业,0.556,商业氛围浓重,0.359343,0.640657,0.20146,0
性价比,趣味性,0.726,趣味性及性价比不错,0.999433,0.000566913,0.99874,2
性价比,性价比,1.0,趣味性及性价比不错,0.999433,0.000566913,0.99874,2
文化和历史价值,历史,0.647,历史与现代文化交融,0.994094,0.00590559,0.986876,2
环境和景观,夜景,0.619,秦淮河上夜景非常不错,0.999925,7.45344e-05,0.999834,2
性价比,玩,0.633,吃喝玩乐都有,0.995085,0.00491497,0.989078,2
性价比,玩,0.633,祝你玩得尽兴,0.983882,0.0161179,0.964182,2
环境和景观,夜景,0.619,秦淮河夜景很美,0.999937,6.28265e-05,0.99986,2
环境和景观,夜景,0.619,夜景凤光很不错,0.999198,0.00080189,0.998218,2
环境和景观,环境,0.621,很轻松的环境,0.999187,0.000812671,0.998194,2
环境和景观,环境,0.621,高级环境很考究,0.999079,0.000920705,0.997954,2
环境和景观,环境,0.621,让人眼前一亮环境很考究,0.999295,0.00070554,0.998432,2
环境和景观,环境,0.621,很轻松的环境,0.999187,0.000812671,0.998194,2
环境和景观,环境,0.621,高级环境很考究,0.999079,0.000920707,0.997954,2
环境和景观,环境,0.621,让人眼前一亮环境很考究,0.999295,0.000705542,0.998432,2
环境和景观,环境,0.621,很轻松的环境,0.999187,0.000812671,0.998194,2
环境和景观,环境,0.621,高级环境很考究,0.999079,0.000920705,0.997954,2
环境和景观,环境,0.621,让人眼前一亮环境很考究,0.999295,0.00070554,0.998432,2
环境和景观,夜景,0.619,夜景很壮观很惊艳,0.999834,0.000165677,0.999632,2
文化和历史价值,历史,0.647,历史的流淌,0.999783,0.000217134,0.999518,2
性价比,玩,0.633,祝你玩得快乐,0.989753,0.0102466,0.97723,2
环境和景观,环境,0.621,环境很考究,0.998304,0.00169568,0.996232,2
环境和景观,环境,0.621,首先很喜欢这里的环境,0.999364,0.000635752,0.998587,2
环境和景观,环境,0.621,环境很考究,0.998304,0.00169568,0.996232,2
环境和景观,环境,0.621,首先很喜欢这里的环境,0.999364,0.000635752,0.998587,2
设施和服务,服务,0.622,其次服务也很到位,0.999074,0.000925528,0.997943,2
文化和历史价值,历史,0.647,仿佛一夕之间穿越了历史洪流,0.991566,0.00843363,0.981259,2
性价比,套票,0.634,套票价值不值,0.948371,0.0516286,0.88527,2
性价比,价值,0.748,套票价值不值,0.948371,0.0516286,0.88527,2
性价比,像是,0.611,像是淤泥的味道,0.118781,0.881219,0.736042,0
性价比,价钱,0.733,价钱还很高,0.0048181,0.995182,0.989293,0
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,游船看秦淮夜景别有风味,0.997867,0.00213321,0.995259,2
环境和景观,名胜古迹,0.614,南京有很多名胜古迹,0.997777,0.00222326,0.995059,2
文化和历史价值,商业,0.556,附近商业氛围挺浓的,0.867693,0.132307,0.705984,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,感受,0.66,真的很适合来感受氛围,0.99978,0.000219474,0.999512,2
性价比,感受,0.66,真的很适合来感受氛围,0.99978,0.000219474,0.999512,2
性价比,感受,0.66,真的很适合来感受氛围,0.99978,0.000219474,0.999512,2
性价比,感受,0.66,真的很适合来感受氛围,0.99978,0.000219474,0.999512,2
性价比,标志性,0.65,南京的标志性景点,0.996065,0.00393458,0.991257,2
环境和景观,夜景,0.619,这里的夜景最美,0.999816,0.000183551,0.999592,2
文化和历史价值,历史,0.647,体味南京这座古城的历史风韵,0.999255,0.000744666,0.998345,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
性价比,玩,0.633,夫子庙前街上吃的玩的美不胜收,0.999637,0.000362863,0.999194,2
文化和历史价值,历史,0.647,历史上极富盛名,0.991874,0.00812647,0.981941,2
文化和历史价值,历史,0.647,被称为“中国第一历史文化名河”,0.910994,0.0890059,0.802209,2
文化和历史价值,历史,0.647,历史上极富盛名,0.991874,0.00812647,0.981941,2
文化和历史价值,历史,0.647,被称为“中国第一历史文化名河”,0.910994,0.0890059,0.802209,2
文化和历史价值,商业,0.556,不过商业气息也很浓重,0.628273,0.371727,0.17394,2
性价比,感受,0.66,很不错的感受,0.999812,0.000187682,0.999583,2
环境和景观,夜景,0.619,晚上的夜景和灯光很美丽,0.999812,0.000188439,0.999581,2
文化和历史价值,历史,0.647,却也带着历史的特色,0.989857,0.0101428,0.97746,2
环境和景观,人文,0.611,人文风光更是随处可见,0.986487,0.0135125,0.969972,2
环境和景观,夜景,0.619,夜景最能体现出原来的秦淮风韵,0.999584,0.000416436,0.999075,2
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.0084496,0.981223,2
环境和景观,文化底蕴,0.619,是文化底蕴深厚,0.987538,0.012462,0.972306,2
环境和景观,人文景观,0.612,是人文景观与历史积淀,0.992973,0.00702704,0.984384,2
文化和历史价值,历史,0.647,是人文景观与历史积淀,0.992973,0.00702703,0.984384,2
环境和景观,夜景,0.619,"秦淮河边走一走
白天黑夜大不同了
喜欢的永远是那个夜景
观景的人好多
有时间可以尝试在游船上坐一坐的
两岸风光无限美好
饿了旁边也有很多小食街可以尝试
最美的南京应该就是在此了
不记得是第几次来南京了
这次心情真的是很down的
回望已是一年了",0.999646,0.000354344,0.999213,2
环境和景观,人文,0.611,人文风光极好,0.999667,0.000333318,0.999259,2
文化和历史价值,历史,0.647,处处透着历史文明,0.998834,0.00116562,0.99741,2
性价比,感受,0.66,感受古人的感受,0.999591,0.000409195,0.999091,2
性价比,感受,0.66,感受古人的感受,0.999591,0.000409195,0.999091,2
环境和景观,夜景,0.619,初次来秦淮河夜景出游真的很好,0.999911,8.87954e-05,0.999803,2
环境和景观,夜景,0.619,赏赏夜景,0.999144,0.000855877,0.998098,2
性价比,每位,0.852,我觉得每位游客都应该来体验一下,0.991037,0.00896301,0.980082,2
环境和景观,夜景,0.619,初次来秦淮河夜景出游真的很好,0.999911,8.87954e-05,0.999803,2
环境和景观,夜景,0.619,赏赏夜景,0.999144,0.000855877,0.998098,2
文化和历史价值,历史,0.647,听讲解员讲讲讲历史,0.977931,0.0220693,0.950957,2
性价比,名气,0.604,江南贡院等名气最响的必然是秦淮河,0.993868,0.00613243,0.986372,2
性价比,免费,0.624,免费看,0.981239,0.0187608,0.958309,2
性价比,感受,0.66,下次再来感受吧,0.995524,0.0044755,0.990054,2
环境和景观,治理,0.638,而现在治理的很干净,0.949903,0.0500972,0.888673,2
环境和景观,夜景,0.619,夜景漂亮,0.99991,9.04479e-05,0.999799,2
性价比,接近,0.63,夜市才能接近游客预想的效果,0.551721,0.448279,0.0038237,2
性价比,玩,0.633,欢迎来南京玩,0.989902,0.0100985,0.977559,2
文化和历史价值,历史,0.647,南京秦淮河比较有历史有文化,0.998448,0.00155186,0.996551,2
性价比,感受到,0.6,在这里能感受到桨声灯影里的秦淮河,0.996113,0.00388697,0.991362,2
性价比,成立,0.585,成立时间不长,0.641825,0.358175,0.204055,2
文化和历史价值,商业,0.556,现在商业气息太浓了,0.0539924,0.946008,0.880017,0
设施和服务,商品,0.89,商品一条街,0.692739,0.307261,0.317198,2
性价比,价格,0.724,就是价格也是比较合适的,0.990298,0.00970192,0.97844,2
性价比,玩,0.633,挺有玩的趣味,0.999127,0.000873304,0.998059,2
性价比,性价比,1.0,性价比也很高,0.999906,9.37177e-05,0.999792,2
性价比,价格,0.724,都是价格贵且没有什么品质的旅游商品,0.00258539,0.997415,0.994255,0
性价比,品质,0.633,都是价格贵且没有什么品质的旅游商品,0.00258539,0.997415,0.994255,0
设施和服务,商品,0.89,都是价格贵且没有什么品质的旅游商品,0.00258539,0.997415,0.994255,0
文化和历史价值,历史,0.647,历史典故也特别多,0.99707,0.00293007,0.993489,2
环境和景观,夜景,0.619,夜景尤其美,0.999887,0.00011315,0.999749,2
性价比,感受,0.66,感受古人乐趣,0.999662,0.000338132,0.999249,2
环境和景观,夜景,0.619,这里的夜景也是别用一番风味,0.993077,0.00692319,0.984615,2
性价比,免费,0.624,南京免费的5A景区,0.995758,0.00424178,0.990574,2
性价比,感受,0.66,感受江南文化气息好去处,0.999882,0.000118507,0.999737,2
性价比,感受,0.66,"夜游秦淮河感受烟花之地
",0.999152,0.000848158,0.998115,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,"夜景尤盛,",0.984162,0.0158375,0.964805,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,历史,0.647,但是历史底蕴无法撼动南京地位,0.998398,0.00160206,0.99644,2
文化和历史价值,历史,0.647,历史文化底蕴很足,0.999797,0.000203043,0.999549,2
环境和景观,文化底蕴,0.619,历史文化底蕴很足,0.999797,0.000203043,0.999549,2
性价比,实惠,0.954,实惠呀,0.99881,0.00118992,0.997356,2
环境和景观,夜景,0.619,很喜欢这里的夜景,0.999878,0.000121888,0.999729,2
环境和景观,地标,0.618,南京地标风范,0.996807,0.00319298,0.992905,2
环境和景观,环境,0.621,环境氛围非常好,0.99974,0.000260272,0.999422,2
文化和历史价值,历史,0.647,有近千年的历史,0.994315,0.00568549,0.987366,2
环境和景观,人文景观,0.612,是秦淮河人文景观最精华的地方,0.999353,0.000647395,0.998561,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,环境,0.621,环境不错交通也比较便利,0.992734,0.00726609,0.983853,2
性价比,游玩,0.614,经常去游玩,0.999583,0.000417043,0.999073,2
文化和历史价值,历史,0.647,历史记忆的地方,0.999864,0.000135576,0.999699,2
文化和历史价值,商业,0.556,可惜商业氛围太浓了,0.790559,0.209441,0.534576,2
文化和历史价值,历史,0.647,领略南京历史和现代的对撞,0.990385,0.00961487,0.978633,2
环境和景观,环境优美,0.622,古色古香环境优美装潢讲究气势恢宏值得带着孩子来逛逛挺好的不错哦,0.999748,0.000251872,0.99944,2
性价比,玩,0.633,玩了2个多小时很直得一来,0.997419,0.00258121,0.994264,2
性价比,玩玩,0.634,没事的时候可以一起去逛逛吃吃喝喝玩玩的,0.999474,0.000525812,0.998832,2
性价比,感受到,0.6,依稀还能感受到千百年前的繁华,0.999255,0.000745023,0.998344,2
文化和历史价值,历史,0.647,历史在淡淡的流淌,0.999641,0.000358855,0.999203,2
性价比,玩玩,0.634,夫子庙秦淮风光带可以去看看这个玩玩乐乐快乐,0.997502,0.00249803,0.994449,2
文化和历史价值,历史,0.647,了解六朝古都历史文化及江南风俗的最佳地点,0.99599,0.00401029,0.991088,2
性价比,趣味性,0.726,就是趣味性不足,0.0254748,0.974525,0.943389,0
文化和历史价值,商业,0.556,真的是商业气息严重的夫子庙,0.00758591,0.992414,0.983142,0
环境和景观,景观,0.615,很棒的景观,0.9999,9.97505e-05,0.999778,2
环境和景观,夜景,0.619,尤其是夜晚去看亮灯后的夜景很棒,0.999794,0.000205802,0.999543,2
环境和景观,地标,0.618,南京的地标,0.990359,0.00964101,0.978576,2
环境和景观,夜景,0.619,晚上的夜景真的是挺漂亮的呢,0.99956,0.000440224,0.999022,2
性价比,游玩,0.614,会经常过来游玩一下,0.999114,0.000885701,0.998032,2
文化和历史价值,商业,0.556,当时的商业气息还没有这般浓,0.831073,0.168927,0.624608,2
文化和历史价值,历史,0.647,也很有历史的厚重,0.999889,0.000111288,0.999753,2
性价比,感受,0.66,好好感受秦淮风光,0.999719,0.000280771,0.999376,2
文化和历史价值,历史,0.647,中国第一历史文化名河,0.991685,0.00831505,0.981522,2
文化和历史价值,历史,0.647,江南贡院是中国历史上规模最大,0.997821,0.00217883,0.995158,2
文化和历史价值,历史,0.647,中国第一历史文化名河,0.991685,0.00831505,0.981522,2
文化和历史价值,历史,0.647,江南贡院是中国历史上规模最大,0.997821,0.00217883,0.995158,2
文化和历史价值,历史,0.647,有历史的感觉,0.996028,0.00397171,0.991174,2
环境和景观,夜景,0.619,夫子庙秦淮河的夜景着实不错,0.99917,0.000830216,0.998155,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,代表性,0.577,最具代表性的观光场所,0.996857,0.00314277,0.993016,2
环境和景观,夜景,0.619,个人感觉夜景比较漂亮,0.99533,0.00467044,0.989621,2
环境和景观,夜景,0.619,尤其夜景很美,0.999919,8.11214e-05,0.99982,2
设施和服务,商品,0.89,很喜欢这里的商品应有尽有质量保证,0.999694,0.000306349,0.999319,2
文化和历史价值,娱乐,0.567,集娱乐,0.985798,0.0142024,0.968439,2
环境和景观,环境,0.621,环境干净整洁,0.996587,0.00341336,0.992415,2
文化和历史价值,商业,0.556,商业氛围满满当当,0.982909,0.0170909,0.96202,2
环境和景观,夜景,0.619,夜景不错,0.996551,0.00344917,0.992335,2
环境和景观,夜景,0.619,夜景挺美的,0.999504,0.000496403,0.998897,2
环境和景观,地标,0.618,南京的地标性景点,0.996091,0.00390935,0.991313,2
性价比,性,0.692,南京的地标性景点,0.996091,0.00390935,0.991313,2
文化和历史价值,历史,0.647,老南京的历史文化街区,0.9954,0.00459979,0.989778,2
性价比,用户,0.669,看得出来很注重用户体验,0.998236,0.00176398,0.99608,2
性价比,玩玩,0.634,逛逛玩玩,0.995708,0.0042919,0.990462,2
文化和历史价值,历史,0.647,有种回到历史上秦淮河最美的风景,0.999934,6.62178e-05,0.999853,2
性价比,免费,0.624,景区是免费开放式的,0.98988,0.0101203,0.97751,2
环境和景观,地标,0.618,南京的地标性景点,0.996091,0.00390936,0.991313,2
性价比,性,0.692,南京的地标性景点,0.996091,0.00390935,0.991313,2
环境和景观,文化底蕴,0.619,文化底蕴深厚,0.99907,0.00093004,0.997933,2
环境和景观,地标,0.618,地标性所在,0.99567,0.00432987,0.990378,2
性价比,性,0.692,地标性所在,0.99567,0.00432987,0.990378,2
性价比,玩,0.633,其实真的没啥玩的,0.0691424,0.930858,0.84635,0
文化和历史价值,历史,0.647,比较经典的历史文化古迹,0.996673,0.00332729,0.992606,2
环境和景观,古迹,0.61,比较经典的历史文化古迹,0.996673,0.00332729,0.992606,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,人文,0.611,既有人文特色,0.99092,0.00908001,0.979822,2
环境和景观,地标,0.618,南京的城市名片和地标,0.991847,0.00815332,0.981881,2
环境和景观,夜景,0.619,夜景非常美,0.999925,7.48641e-05,0.999834,2
环境和景观,环境优美,0.622,环境优美,0.999537,0.00046279,0.998972,2
环境和景观,夜景,0.619,夜景更美,0.999501,0.000499212,0.998891,2
环境和景观,人文景观,0.612,尤其是坐上游船游览两岸人文景观,0.993338,0.00666246,0.985195,2
性价比,玩,0.633,吃喝玩的好地方,0.999588,0.000411553,0.999085,2
性价比,玩吧,0.612,好玩好玩大家都过去玩吧不错不错,0.999885,0.000114802,0.999745,2
文化和历史价值,历史,0.647,这里集中了南京的历史文化底蕴,0.995973,0.00402685,0.991051,2
环境和景观,文化底蕴,0.619,这里集中了南京的历史文化底蕴,0.995973,0.00402685,0.991051,2
环境和景观,人文,0.611,这里充满了人文气息,0.998198,0.00180249,0.995995,2
环境和景观,夜景,0.619,晚上的夜景比较好看,0.989313,0.0106868,0.976252,2
环境和景观,夜景,0.619,夜景还不错,0.973435,0.0265653,0.940966,2
文化和历史价值,商业,0.556,但是商业氛围很浓,0.685934,0.314066,0.302075,2
性价比,玩,0.633,南京非常好玩的旅游景点,0.999895,0.000104891,0.999767,2
性价比,玩,0.633,值得去逛去玩,0.999618,0.000382388,0.99915,2
性价比,游玩,0.614,景色不错的游玩,0.99887,0.00113001,0.997489,2
性价比,性价比,1.0,性价比真的很高,0.999905,9.44976e-05,0.99979,2
性价比,游玩,0.614,这里非常适合游玩,0.999681,0.000319056,0.999291,2
文化和历史价值,商业,0.556,虽然商业气息重,0.396399,0.603601,0.119114,0
文化和历史价值,商业,0.556,现在商业氛围有点浓,0.26486,0.73514,0.411423,0
性价比,套票,0.634,网上买150套票也就是为了避免在码头二次排队,0.390766,0.609234,0.131632,0
环境和景观,卫生,0.62,干净卫生,0.997482,0.00251774,0.994405,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
环境和景观,地标,0.618,地标性景点,0.994595,0.00540481,0.987989,2
性价比,性,0.692,地标性景点,0.994595,0.00540481,0.987989,2
环境和景观,夜景,0.619,做个游船夜景好看,0.997308,0.0026924,0.994017,2
性价比,无比,0.621,秦淮河边的夜晚璀璨无比,0.999602,0.000397646,0.999116,2
环境和景观,温度,0.635,选一个舒适的温度游船吧,0.975821,0.0241793,0.946268,2
性价比,温度,0.69,选一个舒适的温度游船吧,0.975821,0.0241793,0.946268,2
环境和景观,环境卫生,0.62,环境卫生做的不错,0.947042,0.0529581,0.882315,2
设施和服务,设施,0.621,设施齐全,0.999283,0.000717218,0.998406,2
文化和历史价值,历史,0.647,南京历史的象征,0.999612,0.00038798,0.999138,2
性价比,玩,0.633,经常去玩的,0.99966,0.000340033,0.999244,2
环境和景观,夜景,0.619,秦淮河夜景很美,0.999937,6.28265e-05,0.99986,2
性价比,游玩,0.614,基本来南京游玩的朋友们一定会去的地方,0.999744,0.000255762,0.999432,2
环境和景观,环境,0.621,环境干净整洁,0.996587,0.00341336,0.992415,2
设施和服务,服务,0.622,服务热情周到,0.991714,0.00828593,0.981587,2
设施和服务,热情周到,0.63,服务热情周到,0.991714,0.00828593,0.981587,2
文化和历史价值,历史,0.647,景色超美还可以了解历史文化,0.99971,0.000289606,0.999356,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,玩,0.633,没怎么玩,0.164562,0.835438,0.634307,0
环境和景观,夜景,0.619,晚上坐坐小船看看夜景,0.992773,0.00722671,0.983941,2
文化和历史价值,历史,0.647,船上还会介绍秦淮河的相关历史,0.999356,0.000644347,0.998568,2
性价比,不适感,0.634,基本上没有不适感,0.992474,0.00752553,0.983277,2
性价比,经济实用,0.554,经济实用,0.984865,0.0151355,0.966366,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,人文,0.611,有人文有历史,0.992558,0.00744229,0.983462,2
文化和历史价值,历史,0.647,有人文有历史,0.992558,0.00744229,0.983462,2
性价比,感受,0.66,能感受江南水乡的生活情怀,0.999849,0.000151203,0.999664,2
文化和历史价值,历史,0.647,感受一下历史的魅力,0.999468,0.00053234,0.998817,2
环境和景观,夜景,0.619,尤其夜景很美,0.999919,8.11216e-05,0.99982,2
环境和景观,地标,0.618,金陵城的地标性景点,0.99345,0.00654994,0.985445,2
性价比,性,0.692,金陵城的地标性景点,0.99345,0.00654994,0.985445,2
环境和景观,夜景,0.619,秦淮河夜景令人流连忘返,0.999549,0.000450687,0.998998,2
环境和景观,景观,0.615,景观是不错,0.986699,0.0133012,0.970442,2
文化和历史价值,商业,0.556,商业味也太浓,0.00597541,0.994025,0.986721,0
性价比,阶段性,0.652,阶段性的胜利,0.993794,0.00620616,0.986209,2
环境和景观,夜景,0.619,秦淮河畔的夜景,0.997748,0.00225169,0.994996,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
文化和历史价值,历史,0.647,古色古香的建筑和历史传说,0.999358,0.000642394,0.998572,2
