用户名,时间,内容,星级,点赞,,,
沐沐,2021-05-2920:45,南京四季都可以去的地方，每个季节都有不一样的美！,5,0, , , 
海棠,2021-05-2917:24," 钟山风景区也是必到的游玩地，那里地铁4号线可到达。据说钟山因山顶常有紫云萦绕，又得名紫金山。钟山与后湖相依相望，形成虎踞龙蟠之势，有山水城林浑然一体的壮观景色。进入景区被幽静的景色所吸引。明孝陵是明朝开国皇帝朱元璋及马皇后的陵墓。整个建筑群分为两部分：从下马坊开始，经禁约碑、神烈山碑、大金门、神功圣德碑碑亭、御河桥、石象生、石望柱、石翁仲到棂星门。由于陵园占地广大，陵垣周长达22.5公里，从下马坊到独龙阜宝城，纵深2.5公里，只能坐景区的电瓶车游玩。里边景色真的特别棒，而且很大，绿化真是杠杠的，强烈推荐来这里，因为这里很有历史感！   		   ",5,0, , , 
dreamapple88,2021-05-2917:09," 真的很大，在整个钟山风景区里面。还好坐的景区车，在几个景点之间还算有休息的时间。这是去的最后一个地方，已经到了中午的时候，但阴天，逛起来竟然还比较凉爽（估计也是因为阴气重）。从五号门进（从美龄宫出来步行一会就到），途径神道，里面有各种肃穆（莫名萌）的神兽和文武官员石像，成排的银杏树，到了秋天肯定很美。到了明孝陵里面，果然是熟悉的大石头道路，嗷嗷走上去之后，看到了残缺的陵墓还有基石。爬上城楼瞅了瞅就下去了。估计有讲解会更好，来回走一圈看了个热闹。不过回程偶遇可爱猫咪，很认真的洗漱，也是古墓可爱的一幕。   		   ",5,1, , , 
Lidaww,"2021-05-29
??更新于2021-06-0710:37",明孝陵的神道确实挺美的，景区很大还是建议买观光车吧，一路走到最后的登高楼，上面什么也没有就一些资料图片，就是走个过场吧，好的景色都在路上，挺幸运遇到了几只小鹿，很可爱，鹿苑暂时没有开,4,7, , , 
吃吃吃是一辈子的事,2021-05-2816:44," 五一去的明孝陵，旁边中山陵都限流了，还好明孝陵够大，能容纳很多游客，所以五一来也还好。 先去了长生鹿苑，花了二十还是三十的买了一包鹿饼我就进去撸鹿了。小鹿都不怕人，也不是很胖，喂起来挺开心的。有几只可能是因为游客多被拉过来接客的，有些惊慌哈哈哈，咬一口鹿饼就跑。 所谓鹿饼就是一些鹿喜欢的干草。 小孩子撸鹿一定要看好，鹿是可能会攻击人的，别弄痛它。 因为太大了，就没走过金水桥，那边红墙宫殿挺好看的，下次再去。 我们去了隔壁拍照，人少景好真棒   		   ",5,0, , , 
喜欢你一辈子,2021-05-2816:28," 出发到明孝陵，这个景区人很多，景区也很大。我看了官方给出的建议是游览3个小时，但我们尝试了下，人太多了，完全呆不下去，一些拍照点都要排队。于是，我们放弃了网红打卡点排队，就只是走走停停看风景。我最喜欢的是明孝陵的额石像路，这边好多雕塑，都是一些石兽，比如说大象，狮子，骆驼等等，看着也是威武高大的感觉。闺蜜说，原来他们当时也是看到过这些动物的人啊。有点好奇，古人到底是如何遇见大狮子的呢？<br/><br/>   		   ",5,0, , , 
着迷,2021-05-2811:48," 孝陵庄严宏伟，居高临下，穿过一条宽敞的涵洞就可以爬到孝陵方城明楼的的楼台上，站在楼台上可以俯瞰整个孝陵，在明楼内部展示着明朝历代皇帝的故事，还有他们的陵寝。这是我第二次来明孝陵，还记得上次来的的时候是和我对象一起来的，来见证这历史悠久的文化。   		   ",5,1, , , 
牛骨头焖桃胶,2021-05-2809:43," 先去了中山植物园，看时间还早，就去了附近的明孝陵，带呀坐车去喂了小鹿，娃刚开始特别怕小鹿，但是小鹿们都很温顺，宝贝就开始摸小鹿了，还有模有样的许愿，从麋鹿园回去的路上还看到了小松鼠。整体游玩还是很轻松愉快的，可惜没时间去美龄宫了。   		   ",5,0, , , 
某某,2021-05-2721:22," 去年跟朋友临时决定过去的，那个时候还有银杏叶，但是我们两个人都没有拍出来，那天天气也不好，过去的比较晚了，到下午六点钟天完全黑了，我们还在里面没有出来，里面路灯很少，基本上算是摸黑走出去了，里面很大，尽量早一点过去，可以多逛一逛一些石像很有意思，好多人在拍银杏叶，这次玩的比较匆忙，下次有机会还要来仔细看看的   		   ",5,0, , , 
大嘟嘟的抱抱,2021-05-2721:12," 南京有非常多的美景，也有非常多的网红地，游览完美龄宫之后，明孝陵肯定是不二的选择。明孝陵距离美龄宫很近，在美龄宫这个封闭的房内游览结束，必然要去明孝陵这个自然的空间，和父母，沿着神兽石像道缓缓走过拍拍照片，停下来看看风景，非常适合带老年人游览。所以，提醒大家，去了美龄宫，别忘了明孝陵！   		   ",5,7, , , 
我要变瘦,2021-05-2711:41," 风景特别好，空气清新，树木茂盛，值得过来玩，门票的话也不贵，值这个价钱，里面配套设施齐全，刚下过雨空气有点潮湿，里面树木也特别多，很凉快，很有年代感，很好，有时间还会来的，同时也推荐给大家，希望这里越来越好   		   ",5,1, , , 
吃好吃的,2021-05-2710:26,很棒的景点我很喜欢再去几次都不为过,5,0, , , 
我有一只大公马从来都不骑,2021-05-2620:29," 提前一晚在网上买了钟山风景区联票，比现场购票便宜一些。原本想一天逛完的，但我们玩得慢，又比较深入，结果走了两天，幸好联票的有效期是两天。最终中山陵还是没爬上去。实在是累了，而且多年前就去过两三次了。坐地铁到苜蓿园站，下车步行前往明孝陵。先来张地图。进去后先看到鹿园，不少家长带着小朋友喂鹿。走到神道，第二阶段，文臣武将。这地方真的太空旷了，空气也特别好，来这里逛就想是逛公园，而且里边有很多有历史意义的东西！   		   ",5,1, , , 
羐楓,2021-05-2619:04," 明孝陵建设在朱元璋死前进行十几年，朱元璋对其极为用心，耗费的人力物力都是惊人的。这一切既是为了马皇后，当然也是为了自己。他对马皇后感情至深，在她去世后再没册立皇后，朱元璋一定会与其合葬。  朱棣继位后还特意为父亲在明孝陵竖立‘大明孝陵神功圣德碑’。此后，每年年底皇帝都要到孝陵祭扫，皇族中有人犯事还被罚到孝陵守陵悔过。后来的明朝皇帝一直以南京的紫金山为明朝龙脉所在，对其甚为关注，嘉靖皇帝曾将紫金山改名为‘神烈山’，崇祯皇帝还竖立禁止在紫金山采伐、动土的‘禁约碑’。  明孝陵首开了第一代皇帝陵寝的神道作为后世子孙陵寝共用神道的制度。神道两边分布的12对石像生和4对石人，石刻风格多样，造型厚重简朴，融整体宏大与局部精细为一体，也代表了中国明初石雕艺术的最高水平。”   		   ",5,7, , , 
^_^Austim,2021-05-2618:12," 钟山风景区，为南京5A级景区，景色秀丽，历史文化深厚，适合家庭出游，寓教于乐。游客络绎缤纷，依次来说，别以为钟山风景区内只有革命先烈孙中山先生的墓园，还有埋葬着历代16位皇帝的明孝陵，其中最让人深知的就数明太祖朱元璋和马皇后的陵墓，占地面积大，需要花费2小时游玩。墓园庄严肃穆，周边景色秀丽，值得一去。   		   ",5,2, , , 
熊三,2021-05-2617:24,位置在中山陵景区内，明孝陵就是朱元璋的地界，地方不如景区内其他的大，看点相对较少，就一个小城墙可以爬上去，不过不如中山陵高，风景比较一般，提前购票刷身份证进就行了，身份证千万别丢，不然进景区非常麻烦。,5,0, , , 
野生的设计师,"2021-05-26
??更新于2021-05-2722:22"," 寻找朱元璋，看了《明朝那些事儿》后，朱元璋就成了我最喜欢的皇帝了，从白手起家到万人之上。 所谋略策略都在人之上 明孝陵很值得逛逛，进入后能感觉肃穆安静，每一块石头，每一块碑文都有它的历史，触摸历史，老朱就在不远处看着你。 不过要爱好文物哦，不要乱刻乱画，老朱会生气哒！   		   ",5,0, , , 
小世界,2021-05-2611:13," 第二次来明孝陵，终身难忘。第一次是我一个人来的，印象最深刻的是每块砖上都有制造砖的地方名和官员名字，听说不合格就要拉回去重新做。第二次是带全家人来的，五月4日，下着小雨，坐着电瓶车。劝大家不要买50块钱的电瓶车套票，坐几次买几次票就行。最好请一个导游谅解，我们10个大人，花了500块钱请的导游，感觉不值。因为最后没有时间登最重要的城楼，导游也没有建议一下大家登。刚进去不久，就把孩子丢了，我们就开始找孩子，感谢景区好心的游客把孩子交给保安，感谢明孝陵景区保安把孩子交到了姥爷手里，当时差点吓死，再也不要有这样的经历了。也感谢警察，打了好几次电话，还安慰我。明孝陵，特别值得去。   		   ",5,1, , , 
凉凉的抹茶雪糕,2021-05-2609:50," 看梅花山的季节去的，当是应该属于后期了，但梅花依旧开的不错。我们先是自驾到了山脚下，后来慢慢走上去的，一路可以看见不少风景。记得小时候还坐在石象路的大象上拍过照，真的感觉离以前很近，很怀念。后面还是比较商业化的，有梅花糕、糖葫芦卖，都比较特色，还有专门卖玉石的地方。   		   ",5,0, , , 
一颗璐璐子,2021-05-2602:59," 门票一个人65??直接大众点评预定就可以了 里面有游览车可以去各个景点不过都是单程收费的按距离收费 里面是真的很大..我差不多就走了三分之一左右 实在是累的不行而且还下大暴雨 里面额外收费的项目还挺多的可以买套票但是是真的很大..   		   ",4,2, , , 
Sandy,2021-05-2516:00," 明孝陵是明太祖朱元璋和马皇后的陵墓，作为中国明清皇陵之首，代表了明初建筑和石刻艺术的最高成就，直接影响明清两代五百余年20多座帝王陵寝的形制。明孝陵很大，需要大半天游玩的，里面还有600米神道，银杏黄了的时候应该很美。   		   ",5,0, , , 
tailai1,2021-05-2513:18," 5.1去了中山陵景区玩，带了老婆儿子，爸爸妈妈，买的套票，人多，观光车都堵了好几次，到了地方还是挺不错的，可惜的是地宫还未开放，等待地宫开放后必定再去一次，儿子最喜欢神道，里面有各种石像，都已有600多年历史，但保存的相当完好，总体来说是值得一游的   		   ",5,30, , , 
我不是吃货,2021-05-2509:38," 位于紫金山景区，如果有体力想玩一整天，可以买套票。我们是开车去的，停车场有按次和按时收费，择优选择哦！明孝陵是朱元璋和皇后马氏的合葬陵墓，是中国古代最大陵寝之一，出来后可以去神道，两旁有神兽守护，也可以乘坐观光车，听导游讲解。   		   ",5,0, , , 
victor宇,2021-05-2409:35," 南京明孝陵，是明太祖朱元璋与其皇后的合葬陵墓，里面的建筑非常的让我们感叹，非常的值得我们前去旅游。而且这个陵墓可不一般，这是帝王的陵墓，可以说是中国最大的几个陵墓之一，明孝陵从建造到如今，已经有了600多年的历史了，所以里面的东西都略显陈旧，已经有了风月的沧桑感，去的时候刚下过雨，天气很舒适，就是有些熊孩子乱攀爬，破坏文物，挺让人讨厌的。   		   ",5,2, , , 
次次嚯嚯呀,2021-05-2323:00," 明孝陵真的好大，那天南京还有些下着小雨，下雨两点多才到的，一开始我们先随意走走，路上碰到了很好的大爷给我们规划路线，说你们买的套票，可别浪费钱了，得好好逛，哈哈～ 虽然走的很累，但也看到了想看到的，不错不错   		   ",4,0, , , 
yue...,2021-05-2318:42," 第一次来南京，感受一下南京的明孝陵，真的比想象中的大这边，这个陵墓说是朱元璋的陵墓，感觉还挺气派，不错不错，由于时间的关系做了个观光车，感觉还挺好的，还有讲解啥的，不错不错！其实也不算大，要是时间不急建议可以都逛逛！观光车30一位！ 去的时候不对，好像说三四月有各种花开来比较好！   		   ",5,8, , , 
品行天下小乐仙,2021-05-2316:10," 南京是一座很有历史底蕴的城市，六朝古都。有幸来到南京，有幸来到明朝开国皇帝朱元璋的墓地——明孝陵。 首先给我的印象是园区非常大，完全不是想象中的小陵园，不愧是中国历史上规模最宏大的皇家陵园之一。 其次绿化相当好，植被茂盛，草坪苍翠，空气中负氧离子含量极高，行走在园区都是一种身心享受。 600年斗转星移，喜欢历史的我终于和明朝开国皇帝隔空相逢了。更了解了他的生平事迹，历史选择的伟人总会有其与众不同的过人之处，千秋功过任评说，但我更愿意去欣赏与敬佩他的那份强烈目标感和坚韧性！   		   ",5,1, , , 
TangJiee,"2021-05-23
??更新于2021-05-2517:36"," 就是森林公园差不多，路很长，建议坐景区的车 然后我以为是一日之内进出次数不限，没想到不小心又出来了就进不去了 建议修改一下吧，毕竟真的不太好逛，稍不留神就出去了 每个景点之间距离特别长   		   ",3,0, , , 
跟我一起吃喝玩乐,2021-05-2313:15," 做一下普及吧，此去景点！！ 现在大家听说的朱元璋的墓，即“明孝陵”，位于南京东郊紫金山南麓。朱元璋的墓地处茅山西侧，东边是中山陵，南临梅花山。其墓建于1383年，是目前南京最大的帝王陵墓，同时也是我国现存古代最大的帝王陵之一。从1383年至今已有600多年历史。其实明孝陵是明代开国皇帝朱元璋和皇后马氏的合葬陵墓。 但是坊间也有传闻说，明太祖“狡兔三窟”其实并没有葬于明孝陵，这是一个热点话题，感兴趣的小伙伴看看相关新闻资料   		   ",5,3, , , 
迦顺,2021-05-2223:17," 去之前记得一定要提前预约！！值得一去的地方！ 明孝陵始建于明洪武十四年（1381年），至明永乐三年（1405年）建成，先后调用军工10万，历时达25年。承唐宋帝陵“依山为陵”旧制，又创方坟为圜丘新制。将人文与自然和谐统一，达到天人合一的完美高度，成为中国传统建筑艺术文化与环境美学相结合的优秀典范。   		   ",4,0, , , 
蕉下客_5576,2021-05-2221:59,太大了，脚都走断了，五点半的时候院内电动车就没有了。城楼上的vr不必花钱看，因为朱元璋的墓根本没有打开，vr是想象的墓里的样子,5,0, , , 
對月,2021-05-2217:32,没什么好说的。到南京就必须去的地方。,5,0, , , 
Rayna,2021-05-2215:35," 里面特别大，感觉走了一下午都走不完，风景感觉一般吧，很多小朋友在春游，我和朋友还有好多地方没有去，其实从3号门进去也可以直接到，还比较方便，紫霞湖没有去，从外面看感觉还可以，没事也可以去野餐，感觉还不错   		   ",3,0, , , 
糌粑坨坨酥油茶,2021-05-2215:00," 一直觉得，秋天是旅游最好的时节。19年的秋天，我和闺蜜去了南京。南京是一个历史悠久，人文气息浓厚的城市。明孝陵，美玲宫，夫子庙，总统府……，这一个个著名的景点，藏着许许多多的故事。石象路是我此次南京游印象最深刻的地方，秋天的石象路被金色的银杏包围着，太美了！有机会的话，还会再来南京看看。   		   ",4,2, , , 
林曦,2021-05-2210:32," 1?有次南京出差，住在南京国际会议大酒店，离着明孝陵实在太近了。 2?晨起溜达着过去，到了孝陵不禁感叹，这里就是乞丐皇帝朱元璋的最终归处，六百多年前，朱元璋在南京开创大明王朝，辉煌于此，安息于此。 3?说是明孝陵一次都没有被盗掘成功过，这也说明依山而建的巨大陵寝占尽了地利，耗费了心机。 4?碑亭康熙皇帝手书治隆唐宋的御碑断裂粘合的痕迹很明显，也说明了当年太平天国战火的无情，使明孝陵全部地表建筑几乎毁于一旦。 5?感觉那里倒不像是受保护的皇家陵寝了，有在文武方门打羽毛球的，有在石道上跳舞的，有在碑亭前打太极拳的，更像是公园了。皇家陵寝不是应该严肃些么。   		   ",5,12, , , 
离开的时候i,2021-05-2207:22," 作为南京景点扛把子，明孝陵总是游客必去的一站。景区和中山陵等景区连在一起，统称钟山风景区。游玩的时候可以一起玩。按地图地铁/驾车前往，如果是自驾，从停车场出来后坐观光车就可以到了。景区整体很大，可玩的非常多。特别现在增加了长生鹿苑，好撑“小奈良”，适合亲子前往。   		   ",5,0, , , 
喵咪_4292,2021-05-2203:17,门票70太贵太贵，然后座观光车是按次数计价，一次十元，比故宫还贵,2,0, , , 
Itgirl,2021-05-2114:41,不去后悔，去了更后悔。良心建议别买景区扫二维码推荐的导览，十九块钱毫无用处。,3,0, , , 
AngelaLeew,2021-05-2108:48," 交通： 自驾可以停车，停车场平时肯定有车位，周末节假日就不知道了，感觉会很紧张，所以建议公交出行。地铁2号线坐到苜蓿园站下，步行个四五百米就到了明孝陵五号门，很近。  环境： 明孝陵里植物非常多，地方也非常大，空气很好，散步走走很舒服，当然是没什么人的平时，周末估计人挺多的，这个季节没什么花，不过很多小果子都结好了。走的动的话，最好自己走，实在走不动，可以坐景区内的电瓶车。   		   ",5,1, , , 
ViVi888888,2021-05-2019:41," 去年年底带孩子去南京玩，去中山陵的时候顺便去明孝陵。 中山陵，明孝陵，梅花山，海底世界都在中山陵景区。从中山陵到明孝陵坐车10块钱一个人，如果走路的话差不多2公里多。明孝陵好像有7个门。里面有个美龄宫，需要需要额外收费的。美龄宫还是比较好看的。冬天的时候，明孝陵比较萧条，银杏叶子到处都是的。里面吃的价位跟其他景区差不多。 顺便吐槽一下中山陵景区的停车费啊，停了8个小时，收了140元。大家一定要避雷！   		   ",4,0, , , 
Sherl*,2021-05-2016:32," 景点很整洁，内容保存的也相当完好。明孝陵经历了600多年的沧桑，许多建筑物的木结构已不存在，但陵寝的格局仍保留了原恢弘的气派，地下墓宫完好如初。陵区内的主体建筑和石刻有方城、明楼、宝城、宝顶，包括下马坊、大金门、神功圣德碑、神道、石像路石刻等，都是明代建筑遗存，保持了陵墓原有建筑的真实性和空间布局的完整性。 墓区的建筑大体分为两大部分：第一组神道部分，从下马坊起，到孝陵正门；第二组是主体部分，从正门到宝城、明楼、崇丘为止。 沿神道依次有：下马坊、禁约碑、大金门、神功圣德碑碑亭、御桥、石像路、石望柱、武将、文臣、棂星门。过棂星门折向东北，便进入陵园的主体部分。这条正对独龙阜的南北轴线上依次有：金水桥、文武方门、孝陵门、孝陵殿、内红门、方城明楼、宝顶等建筑。陵寝建筑都是按中轴线配制，体现了中国传统建筑的风格。   		   ",5,0, , , 
点小评6916503403,2021-05-2009:14," 跟父母一起去的，五一人很多，但玩的也很开心可以提前预约门票，也可以现场订。地方有点大，所以玩起来会有点累，可以提前准备一些水什么的。有一系列的风景区，一天也可能玩不完，单独明孝陵的话可以花两个小时左右逛一逛，然后坐观光车啥的，会轻松点哈哈   		   ",5,0, , , 
Shareman,2021-05-2008:27," 坐地铁就能到明孝陵景区，但是好像位置不是特别理想，下车还要走一段，要从三号门进去，票价也不是很便宜，就是看看朱元璋的陵，可以说还是很华丽的，这个地方选的也是山清水秀，但如果第一次来南京或者时间不是很充足的话，就不建议来明孝陵了   		   ",5,1, , , 
某某就是王某某,2021-05-1917:54," 南京2日游记 D1:雨花台—中华门—夫子庙—总统府
早晨从杭州坐车抵达南京，坐地铁到中华门站，打车到雨花台，游览雨花台。游览后从雨花台北门走到中华门。步行大约15分钟就到了。下午游览夫子庙和贡院。打车去总统府，参观总统府。晚上去湖南路吃饭，然后去新街口逛街。
D2:明孝陵–中山陵–灵谷寺
起床后多吃点饭，游览中山陵，灵谷寺(游览了无操酸和灵谷塔)）和明孝陵。明孝陵光浩神道出来，对面就是四方城了。回市区购买手信。坐车回家。这天的游览要走很多的山路。从中山陵小火车到明孝陵和灵谷寺，3元/人次。
给你们点建议:
1、去南京最好是住在新街口附近，最好是在地铁口附近。这样可以节约点经费，不过，我只有在去有地铁到的地方才坐地铁的，一般下地铁后我就打车，其实在那里打车，个景点间路程很短的!
2、去中山陵、灵古寺、明显陵，最好买套票(80元)。游览次序最好是明显陵->中山陵->灵古寺，这样你可以做小火车在景点间跑，不用走回头路。
3、南京的美食有很多，狮子桥就是其中一处。在湖南中路中段，地铁到玄武门下车。狮子桥的大排档，那里的环境够热闹，还有唱评弹的，我觉得那里的食物挺好吃的。
4、在汽车站和火车站，打车要注意了。一般上来拉你坐的千万不要坐，那是杀猪的价格。给你个参考:起步价8元/3公里，1元附加费。(夫子庙到总统府10元左右，总统府到新街口的宾馆9元左右，总统府到中山陵17元左右，灵古寺到总统府20元左右，火车站到新街口的地铁站，这段距离的价格在20元以内。)
5、这几个经典中，夫子庙和贡院最不好玩，这两个景点被商铺包围，没有一点旅游价值，建议晚上夜游秦淮河，夜景很漂亮。
6、旅游门票价格一览:中山陵联票80元;总统府40元;夫子庙20元;雨花台35元（遇到节假日可能会涨价） 如果时间比较充足，可以去一下南京大屠杀纪念馆，最好不要拍照，馆内也不建议，这个地方真的是让人会感觉比较沉重，还是值得一去的。   		   ",5,3, , , 
是糖糖啊,2021-05-1822:52," 闺蜜周末来南京，带着闺蜜在南京吃喝玩乐了三天，逛了一些景点都是南京标志性景点，主要景点：鸡鸣寺、总统府、明孝陵、夫子庙-秦淮河， 下面听我细细道来 ??景点玩法： ??第一天?? 鸡鸣寺 来南京怎能不去鸡鸣寺呢？第一天也就是周五去了鸡鸣寺，我们是上午九半出发的，先去新街口吃了个午饭，然后去鸡鸣寺，这个季节的鸡鸣寺一片翠绿，去鸡鸣寺主要是许愿，一个小时差不多就可以逛完了。PS：听说鸡鸣寺许愿除了姻缘其他都挺灵的 ??票价：10块钱 ??交通：地铁3号线鸡鸣寺站 ??时间：约一小时逛完  总统府 鸡鸣寺逛完正好去总统府，地铁两站路就到了，总统府也很好逛，前面是宏伟的建筑，肃穆的民国历史，后面是美如画的亭榭，很大的一个景点，不仅可以了解民国的发展史，而且可以逛里面的山水庭院，差不多要逛两三个小时。 ??票价：33块钱 ??交通：地铁3号线大行宫 ??时间：约3个小时  魅KTV(南京1912店) 总统府逛到四点钟太累了，就去KTV唱歌去了挺便宜的，3个小时68块钱  ??第二天?? 明孝陵 时间充足的话可以买个明孝陵美龄宫和音乐台的通票，我跟闺蜜买了通票但是没有去美龄宫和音乐台 明孝陵可以逛三四个小时，如果不想走路，可以坐观光车坐到神道那块。 明孝陵里面绿植好多，景色很好，神道可以逛一逛，拍个照啥的，两旁的神像有好几百年的历史了，碑殿、享殿等建筑物很宏伟，也很适合拍照，陵墓是看不到的（真正的陵墓没有开的，所以看不到的） 逛完明孝陵可以去美龄宫、音乐台逛一逛，如果是下午过去要早点，5点还是5点半美龄宫就禁止入内了  ??票价：100块钱 ??交通：2号线苜蓿园站 ??时间：三四个小时  ??第三天?? 夫子庙 第三天下午闺蜜去了夫子庙秦淮河，看看江南水乡，买点南京特产（第三天我身体不适没出门）  ??????还有老门东、浦口车站??、牛首山等景点以后去打卡??  ??交通住宿： 住宿可以住在新街口附近，去哪都方便，闺蜜知道云锦路那块的也很方便，去的景点基本上都是半小时左右。  ??美食推荐： NO.1?? 南京大牌档 一个连锁的江浙餐厅，口味偏甜，来南京可以尝一下。 NO.2?? 米纸越南小馆 越南菜，里面的咖喱牛肉好吃的嘞 NO.3?? 胖哥俩 闺蜜要吃胖哥俩就带她去了 （这三家是我们这几天吃的，味道都还可以，没踩雷）  ??贴心TIPS： 1、要有好的体力！都是很大的景点！体力不行的撑不住 2、住在地铁口??附近，南京这边地铁比较方便，这些景点都有直达的地铁。 3、上午如果不睡懒觉的话能逛满多景点，我们上午基本上都在睡懒觉   		   ",5,187, , , 
老鬼阿飞,2021-05-1820:27,实在是没啥好玩的～～～八月天去晒的不行,3,0, , , 
归来少年,2021-05-1817:31," 买了景区套票100元，包括了中山陵，明孝陵，美龄宫，灵谷景区。性价比较高。中山陵和明孝陵面积较大，腿走的很累。每个景区之间会有小车，每次车票5元。不乘小车，体力好的话，自己走路也可以，但是景区地方大，推荐可以坐小车作为每个景区的过渡，因为景区里面的面积也很大。我大概中午11点左右开始第一个景点游玩，四个地方时间比较紧张，建议早上早点出门吧   		   ",5,0, , , 
小一,2021-05-1816:42," 南京给我最大的感觉，就是都是树，都是巨大的树，明孝陵也不例外，满眼看过去，都是绿色，满满的绿意，非常的舒服，是个慢慢的过来一边散步一边慢慢的走，我五月中下旬来的，园子里的樱花都谢了，如果是三月份来，应该会更好看吧   		   ",5,0, , , 
小鹿先生,2021-05-1810:41," 一个人的时候去溜达了一圈，里面很大有很多历史性的东西，当你心情不好的时候可以去散散心，看看文化，看看历史，亲自出马看一看世界繁华，在里面看到了梅花鹿是一件很荣幸的事情，到了城墙楼上往下看真是一览纵山小，让人心灵深处有不一样的感触   		   ",5,0, , , 
泰武,2021-05-1809:19," 来南京旅游必打卡景点之一：明孝陵 景区门票仅需几十块钱就可以游览明孝陵美龄宫中山陵等全部景点，但如果你是在早上6.30之前从一号门进去是不需要门票的，因为会有很多南京本地市民在里面晨练 一进去就感受到了古代帝王陵墓的宏伟，让人心情澎湃   		   ",5,1, , , 
蜗牛要往上爬,"2021-05-17
??更新于2021-05-2818:55"," 深秋时节来的南京，不得不提一嘴，秋日胜春朝放在南京真的是再合适不过了。 作为业余的拍照选手，实在没法记录明孝陵的神美之态，走在这几百年前的神道中，不禁感叹自然与匠人的巧妙手法。 南京是一座现代活力与古风底蕴完美结合的城市，值得打卡   		   ",5,1, , , 
沈小梦,2021-05-1717:48," 明孝陵不仅是5A景区，更是世界文化遗产，也是南京我最喜欢的景点，非常不错，去过两次南京，都去了明孝陵。一进明孝陵，就被长长的神道吸引了，高大的石像，感觉非常神秘。还有很大的草坪，显得非常的幽静。明孝陵是朱元璋的陵寝，但是其中还有孙权墓，还有一个孙权纪念馆，里面放着很多三国时期故事的影片，也很有意思。再往里走，就是朱元璋墓了，有一个很高大的门楼，这就是方城明楼了，穿过方城明楼的是一条长长的甬道，当时天阴，显得还有些阴森恐怖。穿过甬道就上到明楼上，居然明楼里开了几个卖旅游纪念品的小店。从明楼后面有一条上山的路，据说能爬到紫金山顶，不过当时快下雨了，也不敢爬上去。明孝陵里还有紫霞湖，水非常清澈，自然风光非常好。   		   ",5,0, , , 
一起干饭叭,2021-05-1716:08," 环境优美 但是很黑门票70一个人进去看见鹿苑想去看看 要收费不给三十块钱买草就不能进去（有机会去良渚遗址公园可以免费看小鹿） 明孝陵景区里面的明孝陵还是很不错的但是语音导览要二十我以为是全部的景点介绍结果就只有明孝陵的内容也不多 景点很分散走的腿都要断了好不容易到了紫霞湖就看到一堆赤裸男子在里面游泳很伤心 外围的燕霞湖就不错还有天鹅给康康 总体环境优美但是我挺难过的   		   ",5,5, , , 
骑上我心爱的小毛驴,2021-05-1710:02," 买的是套票，因为是安排了一天给钟山风景区，建议时间紧的一定要安排一整天，这样既不会说遗漏什么，又不用来回浪费在路上，明孝陵一年四季都有不一样的风景，不过秋天是属于最火的季节，因为会有黄叶，出片率就更高了   		   ",5,0, , , 
草莓味的风,2021-05-1622:03," 套票里包含的景点，明孝陵真的超级大！！天气热走着是真的热 景点有好几个出入口。神道的东段，路两旁依次排列着狮子、獬豸、骆驼、象、麒麟、马6种石兽，每种2对，共12对24件，每种两跪两立，夹道迎侍。这些石兽体现了皇家陵寝的礼仪要求，各有寓意。   		   ",4,2, , , 
小兔子雨,2021-05-1617:50,去南京怎可不去明孝陵呢！但是感觉和中山陵比起来，明孝陵就偏冷清了，不过来这里看的是故事，看的是历史，看的是风云变化，如果想了解一个地方真需要多看看书，再来看这个地方才能读懂它，不然也就是当风景欣赏了。,5,1, , , 
周周,2021-05-1615:59," 南京真的是一个很值得去的城市有时间可以去看看哦这个景点价钱嘛都不是很贵我买的通票还不错就是这些地方离的都不近建议去的时候搭上那边的观光车??会比较方便一点不然走路???♀?真的太累，太累了里面的景色很不错哟，还有野生梅花鹿，观看的话不要去追它哦它会害怕的音乐台的鸽子很漂亮，可以，提前买好面包去喂它们哦   		   ",5,8, , , 
肥怡所思,2021-05-1614:05," 园区真的好大好大，适合11月左右去，叶子黄了，拍照很能出片。 里面有挺多景点，呆上一天完全没有问题，也有缆车接驳电车啥的 约上几个小伙伴，绝对很棒，节奏慢，很适合避世，也能一起凹造型，建议还是多带点干粮，景区的小吃你懂的。   		   ",4,2, , , 
肉末花卷儿,2021-05-1610:42," 嗯……怎么说呢， 去美龄宫的路上顺便去了趟，顺便看看， 各种摆件……那可以说是…… 相当的，没有代入感了！！！ 随便溜达溜达就行了， 也没啥可看的，是真的～ 不过有一点比较好的是， 门口有讲座，可以先简单了解一下历史沿革， 再进来逛逛， 还能有点意思～   		   ",3,4, , , 
你甚至不愿意叫我一声靓仔,2021-05-1523:48," 我们去明孝陵的时候，还以为这个陵园很小，其实它还是内有乾坤的。作为明朝太祖皇家陵园，其规格比一般墓园肯定显得更大。沿着长长的走道步入，有一块治隆唐宋的石碑，清朝康熙写的，足以说明朱元璋时期的盛世，远迈汉唐。   		   ",5,0, , , 
点小评7953303312,2021-05-1522:47,地方很大，城墙也很好，当初明朝修建的一直到现在,5,0, , , 
Kevin,2021-05-1513:04,南京必须打卡的地方，值得一去，五一人很多，但是从小路一路拾级而上还是不错的，相对人少，到了景区里面还是很震撼的，其实应该请个讲解员，听历史看文物，诉说过去的故事，感受历史的变迁，真是体验很棒的一次出行,5,43, , , 
