用户名,时间,内容,星级,点赞,,,
思思妈-东山,2017-11-3010:15," 大学就是在南京上的，去了无数次夫子庙，今年喝同学喜酒再度回到南京，南京是一个熟悉的城市，很喜欢南京，夫子庙是南京一大特色，秦淮河、特色小吃都很多，女儿玩的也很开心，去吃了南京大排档，味道也很好！期待下次去南京！   		   ",5,1, , , 
everny,2017-11-3007:58," 去南京的第二站，本来以为是庙什么的，结果到了感觉像鼓楼一样的小吃商业街，有卖糯米糕、老酸奶这类的小吃，还有海澜之家这样的专卖店，有卖特产的。夫子庙挺大的，一时半会走不完，我们就走了一小片地方，买了些小石头，找个地方吃了个饭，就坐地铁赶火车去了，有时间可以好好逛逛。   		   ",4,1, , , 
无敌小馋喵,2017-11-2922:24," 夜游秦淮河比白天更有韵味流光溢彩的花灯把秦淮河两岸装扮的分外妖娆白天在夫子庙兜兜逛逛吃上一份香喷喷的鸭血粉丝汤在这样渐冷的冬日里是相当的美味啦晚上有兴致的话还可以买张船票在秦淮河上徜徉一番慢悠悠的体会一下以前船家人的感受   		   ",5,1, , , 
野生小鼠,2017-11-2921:41," 夫子庙是南京旅游必去地点，在元宵节和中秋节一般会有灯展，人会比较多。夫子庙以它的古风建筑为特色，加上各种金陵小吃，所以是来南京必去的地方。 夫子庙最美的景色就是桥上的景色了，伴着水流与灯笼，是夫子庙的一大特色。 夫子庙附近卖东西的店非常多，很划算，靠近水游城，所以适合购物。   		   ",5,1, , , 
清水,2017-11-2921:02," 南京之行选择在夫子庙秦淮河风光带住下，到哪里都方便，也因此在晚上和清晨在附近来回走了好多次。与秦淮河平行着几条铺着石板的街道，两旁是古香古色的建筑。晚上人声鼎沸，桨声灯影里的秦淮河很美。清晨被水冲洗过湿湿的石板路，以及淡淡的初阳也别有一番情趣。如果时间有限，还是晚上来比较好，如果在这里住下，体会一下这里的清晨也不错。景区是免费的，里面有一些收费的景点，比如夫子庙、瞻园、江南贡院+科举博物馆、王导谢安纪念馆、李香君故居等，开放时间都持续到晚上。去过前三个，感觉值得一去。在科举博物馆附近的奇芳阁可以吃“秦淮八绝”，外卖的烧饼不要错过。旁边小路里还有一家莲湖糕团店，糕团和小元宵也是“秦淮八绝”之一，我这不吃甜星人也很喜欢他家糕团。其它的卖各种乱七八糟杂货的还是谨慎出手吧！在秦淮河上坐个画舫也应该很不错，可惜我们没有舍得买船票…   		   ",5,2, , , 
勞可惜小朋友,2017-11-2823:34," 烟笼寒水月笼沙，夜泊秦淮近酒家，南京最后一晚我们选择坐船夜游。男友选择了摇撸船，30分钟，60元/人，可以感受摇橹下古色古香的历史文化。但是船家是不坐满一条船就不愿出发的节奏，非要塞满16人，结果开船了发现不是摇橹的，而是也是电动船。  11月底的南京不太冷，能接受夜晚夜游秦淮河。碧波荡漾、灯红通明的秦淮河上承载了多少风风雨雨的历史、多少想踏上仕途做官的年轻人，还有秦淮河出名的八大名伎，给这条南京母亲河增添了迷人的色彩。   		   ",5,1, , , 
似水流年,2017-11-2823:31," 十里秦淮~几多风雨几多忧愁~几家欢喜几家愁~六朝古都的城市魅力，果然不是盖的，看看这人流量，看看附近的繁华程度，流连忘返啊!游船人不少呢！最吸引我的还有附近琳琅满目的小吃和美丽的景点，金陵古城，我还会再来的   		   ",5,2, , , 
盼兮,2017-11-2822:28," 南京夫子庙被誉为秦淮名胜而成为古都南京的特色景观区，是中国最大的传统古街市。 夫子庙内著名景点有：大成殿、棂星门、尊经阁、崇圣祠魁星阁、明德堂、青云楼、夫子庙照壁江南贡院、明远楼、乌衣巷文德桥、文源桥、聚星亭等。 夫子庙成为游客来南京的必去景点，白天与夜晚有着不同的美丽景色，还可以乘坐游船游览内秦淮河。   		   ",5,3, , , 
xiao_小团子,2017-11-2821:04," 夜晚的夫子庙真的是极美的，5A级景区都是有理由的。吃的喝的玩的逛的都在一起，入口处买一份15元30串的烤鸭肠，漫步一条街，逛逛路边的店铺，买点特色桂花糕，看看秦淮河的夜景，喝喝奶茶买买臭豆腐，即使不逛收费的景点也很是很有情调。   		   ",5,0, , , 
曲尼小宁,2017-11-2815:49," 夫子庙秦淮风光带地理位置南京市秦淮区贡院西街53号。 夫子庙秦淮风光带位于南京市秦淮区，以夫子庙古建筑群为中心、十里秦淮为轴线、明城墙为纽带，串联起众多全国重点文物保护单位、省级和市级文物保护单位，以儒家思想与科举文化、民俗文化等为内涵，集自然风光、山水园林、庙宇学堂、街市民居、乡土人情、美食购物、科普教育、节庆文化于一体，是南京历史文化荟萃之地，也是中国著名的开放式国家5A级旅游景区和中国旅游胜地四十佳。   		   ",5,6, , , 
耶布淳格,2017-11-2815:38," 六朝金粉地，金陵帝王州，南京有人独爱满城遮天蔽日的法国梧桐，有人沉醉于秦淮河畔的桨声灯影，有人钟情于老街区古建筑的民国文化……不管哪一种情怀，都是需要静心驻足。 秦淮河，桨声灯影里的秦淮河，金陵烟雨中的秦淮河……秦淮河，是多年来梦中一道纤柔的身形。不同于“软泥上的青荇，油油地在水底招摇”的风姿，秦淮河是内敛的，连岸边的水草，也是怯怯地摇曳…… 吾眼所见所感，秦淮河，夜景是最迷人的部分……白天不懂她……见识过那灯火辉映的河面，迷人则已，却觉得它失了本来颜色。秦淮河合该是纤柔的。柔软中随古留下绵延的暗自坚强，犹如八艳中各自鲜活的人生，悲戚又绚烂………… 我喜欢的，是烟雨中的秦淮。雾色氤氲，像它湿透了的心，历经了几代繁华，依然如此感伤。秦淮河畔那种古色古香的小伞，撑不起一片烟雨………… 最后，煞一下风景……南京的鸭血粉丝汤，和鸡爪，超级好吃……还想吃鸡爪，就是齁的慌…… 2017_10-15怀古   		   ",5,3, , , 
橘猫路过2019,2017-11-2813:30," 人比较多的一个景点，很多卖小吃的，沿街很多店铺。在街上不收门票，两侧很多景点基本都收钱。每个景点门票大致40元/人。夫子庙，贡院，博物馆等要都转下来门票也不少钱，感觉外面看看就好。据说晚上很漂亮，将来有机会再看。   		   ",5,1, , , 
Hanako21,2017-11-2811:49,去的时候下雨了，很像上海的城隍庙，小吃挺多的但是总类不多，无非就几样，里面有家盐水鸭很好吃。买了现吃的,4,0, , , 
小野猪酱是我呢,2017-11-2809:46," 夜晚逛夫子庙真的好有情调，傍晚的夫子庙太美了，灯火阑珊，感觉自己穿越到古代！ 夫子庙这边可以说很中心了，离水游城也不远，十几分钟能走到，旁边吃喝玩乐都有了！ 记得那晚，走在桥上，看水面，估计白天永远看不到这么美的景色，河道两旁的树特别壮大，上面挂满彩灯！  所有的建筑，都是古派风格，上面也是彩灯，很有感觉吧，特别喜欢！  夫子庙白天吃喝玩，晚上看景，实在美哉！   		   ",4,1, , , 
阿尤啊啊啊,2017-11-2809:27," 夜晚的夫子庙就像青楼女子，人多，吵杂，但景色却是美的如此心动。 第一次来夫子庙是十六岁，如今六年了，还是没变样子，国庆的时候人比较多，所以人挤人，也是应该的，不过，夫子庙的小吃却是不可否认的，糖炒栗子和什么糕来着特别好吃，鸭肠要看，个人觉得我买的这家不好吃～   		   ",4,2, , , 
可爱仙女,2017-11-2801:33," 夫子庙  没事就经常过来这边逛呀。 还是比较喜欢晚上。 这边晚上风景很漂亮???? 到处都是美美哒的灯 河边更漂亮。  每次去都会发现 好多人过来旅游呀。 哈哈哈哈哈哈哈哈哈哈  这边也有好多吃的 可以一边走一边吃哟。  那边还有好多商店。 看到喜欢的东西可以买，买买哟。  那边有个大三福比较喜欢去逛。 之前好多东西都是在那边买的。 就是进去之后会迷路， 找不到方向感，哈哈哈。   		   ",5,3, , , 
小莹爱生活,2017-11-2800:22," 到了南京已经是傍晚，只能夜游夫子庙秦淮风光带了，这个风景区是以夫子庙为中心，以秦淮河为纽带兴起的。因为是夜游，镜头下的照片自然比真是景色逊色些。沿岸美景美食数不胜数，街上三两人一群，人头攒动，好不热闹！这是南京游的第一站，让我对南京有了很好的印象！   		   ",5,5, , , 
隔壁大爷,2017-11-2722:33,风景很漂亮，人也很多，都挤不下,5,1, , , 
装甲熊喵,2017-11-2718:15," 去过南京两次了，夫子庙秦淮河风光带都是不容错过的旅行胜地，这里有夫子庙和乌衣巷等颇具古典风味的景点，附近的美食也不少，有一些百年老字号的店面，白天逛逛景点，晚上可以来个秦淮河夜游，晚上的夜景还是蛮有感觉的，感受一下旧时王谢堂前燕的赶脚，夫子庙附近有南京大牌档，推荐来吃，就是人好多呀。   		   ",5,0, , , 
马MOMO_9430,2017-11-2711:11,晚上去的，夜景很好看，秦淮河边特别美,5,1, , , 
胖子高高,2017-11-2623:30," 虽然有心理准备，但还是抱着希望，来看古色古香的景区。到了现场，才发现，跟北京南锣鼓巷，苏州七里山塘，杭州宋街一样都是古色古香的商业街，到处都是卖全国各地都有的伪劣旅游纪念品店铺，价格又很高，骗一个算一个。   		   ",4,3, , , 
无敌小糯米,2017-11-2622:28," 地铁出来大约走10分钟可以到，交通不算特别方便。 逛逛景点，还算蛮有意思的，可以看到船上有人跳舞，蛮唯美诗意的。 老街两边卖的东西感觉每个城市都差不多，也就没怎么仔细逛。 乌衣巷、咸亨酒店印象比较深，其他逛逛也就忘记了。   		   ",4,0, , , 
是个活泼的主,2017-11-2621:41,很大，小吃很多！很古色古香～夜游比较漂亮,5,0, , , 
现在咱也是美妞,2017-11-2616:48,不咋地，不好玩，也没啥好吃的！,2,0, , , 
她拾叁,2017-11-2610:54,现场买票30员一人次，有讲解员，就是学习下红色文化……,5,2, , , 
有个画家梦,2017-11-2600:07," 之前来南京玩特意去了南京夫子庙秦淮河景区，景区是免费的不用门票里面游船和一些景点是另外要收费的，下午来游客很多各种特产纪念品店都是人。十分的热闹！这里还有唱戏的弹琴的让人想到了秦淮八艳！商女不知亡国恨，隔江犹唱后庭花！   		   ",4,1, , , 
wsqlp1982,2017-11-2523:18," 老公说我是个会享受生活的人，真的，貌似一天到晚在吃喝玩乐，哪怕出差也是会想尽办法苦中作乐。这不来南京出差，吃完饭已经七点，还是兴致勃勃的跑到夫子庙来逛了一圈。 秦淮河的夜景还是挺美的，有九龙壁和游船的那边比较喧闹，人挨人的在拍照，其实晚上光线那么差，拍出来根本不好看，用了闪光灯的话，颜色都会失真。所以我就一个人溜达溜达，跑到比较远、比较清静的地方，拍拍远处的灯火吧。   		   ",5,0, , , 
Qbert麻麻,2017-11-2522:15,夜游秦淮河～夫子庙的小吃很全也很好吃～??,5,0, , , 
幻忆追风,2017-11-2521:59,实体经济受冲击的厉害，一片萧条呀,1,1, , , 
坏坏baby,2017-11-2515:45," 作为南京的第一站，可见对于吃是多么渴望。 夫子庙夜景很棒，街上著名小吃很多，一家街一家吃过去，恨自己肚子太小，吃了这家又怕落下下一家。 跟上海城隍庙比，吃的是好吃不贵。人没有城隍庙那么多，不过这也是优势吧，不用排队了。 对夫子庙印象很好，以后还会再去的。   		   ",5,5, , , 
大连王子文,2017-11-2512:17," 尽管提前买票了可还是排了很长的队等待上船。从天亮到天黑，只为夜泊秦淮感受一下古代文人骚客的情怀，坐着船欣赏这秦淮河迷离的夜色，烟雾笼罩下的河面被灯光映的格外耀眼，河畔两旁的酒馆饭庄古香古色，夜泊秦淮近酒家的诗意活灵活现。全程时间20-30分钟，解说一直在讲述秦淮河的背景及文学作品，对过去一知半解的历史知识串联起来后，似乎更容易理解了。来南京玩的朋友真的要来一次秦淮河，相比白天，夜晚更有意境。   		   ",5,0, , , 
小莫小莫,2017-11-2500:11," 现在的夫子庙和小时候的记忆已截然不同。特色小吃已不正宗，充斥着各种礼品店和服装店，已落寞成一块大型商业街区。多少的百年老店，如永和園，六鳳居，奇芳閣，晚晴樓亦段了根基与传承，竟沦为曾今繁华美食文化的一个个符号，只有莲湖糕团店的赤豆元宵还残留着往日的一抹余温。 建议如果要去可以选择晚上，在灯光浆影中的秦淮湖畔边拍拍照。千万不要在节假日的白天游玩，人山人海会让你寸步都难行。   		   ",5,0, , , 
小王子,2017-11-2421:55," 对于南京人或者外地人来说，夫子庙都是一个不可不看的景点，只不过实在也是有些鸡肋吧，食之无味，弃之可惜，因为夫子庙虽然经过了整修，具有了一定的南京特色，但整体上来说，特色还不是很强，尤其街道上充斥的那些店铺都是随处可见的一些服装店，快餐店等等，真正的南京老字号，在这里虽然还有一些，但是并不多，宣传的也不够，晚上亮灯的时候感觉会更美一些。   		   ",4,0, , , 
smart_86,2017-11-2421:43," 第一天到南京的时候已经是傍晚六点多了，朋友来高铁站接我，由于携带的东西不多，就直接坐地铁去了秦淮河。晚上的秦淮显得格外美，江南贡院，老东街，秦淮河都挨着，游客特多，朋友说我们去可以坐游船逛一下，我觉得没必要，就那样自己逛逛挺好的，还有很多小吃，什么桂花糕啊梅花糕啊，还有柴火混沌，都非常特色，尤其是那个柴火混沌让人不禁想起自己的童年，真的是一种记忆啊，如果有机会还会去   		   ",5,0, , , 
Diorsman,2017-11-2420:41,晚上去的，还行。华夏教育博物馆，好多介绍中华教育历史，有教育意义。,3,2, , , 
大头小狮子宝宝,2017-11-2416:47," 逃离魔都——南京南京！ 南京真是个好地方啊，不亏是六朝古都，每个景点我都爱，真是赞！夫子庙，成人30元一张门票，细细看来可以逛很久，真是涨知识哟！感觉如果上学的时候来多拜拜说不定成绩会更好，哈哈哈哈哈哈～   		   ",5,3, , , 
高高,2017-11-2322:28," 来南京肯定要来夫子庙的，这是南京的一个地标性建筑，一个标志性的景点。夫子庙是之前为了纪念孔子的一个庙宇，其实夫子庙并不大，只是刚好挨着秦淮河风光景区。交通非常方便，很多公交线路，还有地铁，夫子庙站。晚上来景色很美的。   		   ",5,2, , , 
kiruchi123,2017-11-2320:24,地方很有特色，既有江南贡院的学院风，又有夫子庙小吃街的美食诱惑。棒棒哒。,5,0, , , 
美食判官郜哥,2017-11-2317:48," 来南京市如果不来夫子庙等于没有来，晚上忙完了出差的公事儿就溜达来了。远远望去夫子庙步行街古香古色，高高的牌楼和四周高跷的凉亭尽收眼底。我们每人花了30元钱进入了夫子庙，庙里面的香客人山人海熙熙攘攘。状元鼓和状元锣20块钱各敲五下，身边美女服务员口中念念有词祝福香客。各式各样的高香寄托着香客的期待，各式各样的祝福彩牌挂满了树枝。庙內有很多名人宝墨刻字石碑，很多游客久立面前细细欣赏琢磨。走出庙门太阳西下夜幕降临后，街边的各种酒楼商家华灯高照，步行街上火树银花人头攒动。夫子庙步行街是南京夜晚旅游的绝佳之地。   		   ",5,9, , , 
明天还要来点兔子,2017-11-2315:27," 夫子庙和秦淮河也是去南京必须去的一个景点  交通很方便比较中心的位置，地铁可以直达，公交站点也比较的多  街上林立的特色小店，琳琅满目的小商品，看得眼花缭乱，特色的雨花石上手抓，十元二十元一把，就看谁的手大了，这也是一种趣味哈哈。  逛完感觉有点像武汉的户部巷，确实没啥东西可逛，东西也都偏贵，都是给外地人逛的感觉。  走到尽头就是秦淮河，这里素为“六朝烟月之区，金粉荟萃之所”，更兼十代繁华之地，被称为“中国第一历史文化名河”，秦淮河，是南京的母亲河，也是古代的交通要道。有很多的诗人名人都在此留下过足迹！  晚上灯火通明非常热闹，它的夜景似一副繁华的画卷。秦淮河周边游人众多，河边的小吃也比较丰富，但是商业化气息太严重。  乘坐游船画舫晚上是80元/人，白天60元/人，即使这么贵排队的也是人山人海，我们后面还在等朋友就没上船了。  私心想着，下次来一定要夜游一次，烟笼寒水月笼沙，夜泊秦淮近酒家。商女不知亡国恨，隔江犹唱后庭花。秦淮河里流淌的不仅仅是几百年的河水，更是中华几千年的文化，无数故事曾发生在次，或喜或悲，或百转千回。夜幕降临，静静地坐在岸边，看着两岸的灯红酒绿，似乎有那么一瞬间，时空交错，回到了那段波云诡谲的时代。   		   ",5,16, , , 
李素颜小姐_,2017-11-2312:27," 一大早6:00就坐飞机就为了来南京吃小吃。原来对夫子庙的期望特别大。没想到来了之后完全不是自己想象的样子。从大青岛来到了大南京就只吃了一碗鸭血粉丝汤和一些烤鸭肠。然而价格却并没有我们那里实惠。还是更爱西安的回民街。   		   ",3,1, , , 
A牛牛,2017-11-2311:10," 暑假旅游来的这里，由于是跟团的原因，安排的是白天来的这里游玩参观，夜景才是最美的！完美的错过了，不过白天的这里也是相当的美！人特别的多，国家级5A级的风景区！导游介绍这里历史悠久，来南京必须要来的景点之一！下次有机会一定要晚上来，欣赏这里的夜景，坐着游船欣赏两边的风光！景点给个赞，也推荐大家要来！   		   ",5,3, , , 
丽li_8779,2017-11-2300:45," 回忆录~继续  这是逛玩?【报恩寺】后  顺路??????  ??????﹉﹉??﹉??????﹉???? ??????????????????????????????????????????  逛………????吃?????????????????? 逛………????吃????????????????  地方蛮大滴！????????  看着像上海的城隍庙??里面还在扩建！太…………商业化了！最最觉得要吐槽的是?进门附近都是必胜客肯德??啊！门面装修没有融入当地的传统文化特色估计本地人都不大会来逛  ??此地域基本上和上海的城隍庙无异于=同为旅游团必到点??  吃过了南京的鸡汁汤包和老鸭粉丝汤 （不惊艳） 继续吃………逛………没看见老夫子庙  当日的秦淮河????????还好还好没有网上说的什么臭味远扬！晚上亮灯后船游秦淮河会更有味道?????????????????????????? ??????????? ??????? ????????????????????????????  赶行程?Bye~??   		   ",3,29, , , 
香水百合大琳,2017-11-2220:11,晚上9点多到，已没有了游船，但逛逛夜景还是很漂亮的。,4,2, , , 
好吃嘴到处吃遍,2017-11-2216:08," 南京夫子庙秦淮河风景都是非常有名的，来了后肯定得来这里看看，也许不是旅游旺季或者节日，游客不算很多，秦淮河两岸风景一定要坐船才能观赏，河两岸都是商户，好像没法沿着河边走走逛逛，只有断续的几段路可以走一下。游船路线是穿过一个白鹭洲公园的，有二种选择，一个是画舫船整个游程50分钟，80元一位，另一个是摇橹船，整个规程30分钟，60元好像，事先没有网上订票多花了不少钱，确定要去景区的话还是一定要网上提前预定会节约很多。晚上比较冷，坐在画舫船里，如果不是靠窗的位置，视野不是很好，只能看到两岸的灯光和一些游船的广播里介绍的东西，我更愿意沿着岸边慢慢走走看看，领略风光。如果是在河上，最好是那种摇橹的船，夏天的晚上，慢慢摇，在船上品品茶，才会有那种秦淮特有的意境。   		   ",3,3, , , 
dnf2002,2017-11-2212:45,夫子庙比想象中小，景点比较集中，小吃不错！,5,0, , , 
venus9527,2017-11-2212:37," 夫子庙属于南京市区繁华地段，无论白天还是晚上人都很多，我是晚上去的，虽然已经接近九点，依然人山人海，很多人来这里求考试或者姻缘。寺庙面积不大，不到一个小时就逛完了，里面许愿池很多，可以投硬币许愿，还有撞钟的，项目比较多，都是自费的，看个人需要。总体而言，值得一去。   		   ",4,1, , , 
爱游者,2017-11-2210:47," 夫子庙的秦淮风光带，在夜晚比白天还要美丽动人。如果乘船环绕一周，还能看到很多不同的景色，并能听着船上导游的介绍，了解到那时的秦淮美女们的一些故事，和关于夫子庙秦淮的历史。荡波周强，聆听故事。是一种很好的游玩参观方式，一般来南京的话都会去体验此美景的。   		   ",5,0, , , 
敏敏是个小太阳,2017-11-2209:37," 还是去年陪客户去夫子庙坐观光船的皂片，可以说两岸的风景是相当漂亮了，灯火通明，倒映在湖面上，古色古香的建筑，适合小情侣一起坐着游览，很有意境，而且推荐最好是晚上去，晚上卖票的窗口是在一个茶楼旁边，这点需要注意，别跑错地方。   		   ",5,0, , , 
海林王,2017-11-2209:15,门票价钱偏贵，请香要几十块钱一份，不值这个价钱。想了解南京历史文化应该去南京博物院，免费。,3,1, , , 
番茄之爹,2017-11-2208:49," 白天把南京的该去的都去啦、晚上就直奔南京的秦淮河啦、据说秦淮河是南京的护城河很有意思、走到哪个街道都出现一段小河的身影、晚上人太多啦、小吃街前前后后围满了人、大怀山的栗子值得一买、好吃还特别的甜、美食都可以尝一遍。   		   ",5,1, , , 
周欧尼,2017-11-2123:36," 人挺多的，附近吃的小吃很多，风景也很好，可以提前去，自己规划路线把附近的好玩的都可以顺便玩玩，夫子庙里的历史都很古老，很有味道，门票30，里面有很多互动的项目，都是收费的 我们是在夫子庙对面住了一晚，吃了当地的特色，感觉还不错，有机会还会再过来的，下次回去新街口逛逛，有时间的亲们可以顺道去逛逛，地铁和开车都很方便   		   ",4,2, , , 
CCCAD,2017-11-2122:17,刚到南京问出租车司机结果司机师傅说秦淮河就是条臭水沟，本来以为司机师傅在说笑结果去了才知道原来这是真的水都绿了真的已经臭了。这条臭水沟真的对不起他的名字啊！,2,2, , , 
pinion多多,2017-11-2116:14,去过很多次，相信一切都会好的，感恩。,5,0, , , 
小吉学长,2017-11-2114:18," 以前还没有去过南京的时候就经常听人家说夫子庙多好玩多好玩，貌似在很多人心中去了南京就一定要去夫子庙逛逛，要不然多么遗憾啊。  以前上大学的时候还蛮喜欢去夫子庙玩的，但是现在基本去的也少了  上次去南京正好天气比较好，就决定去夫子庙逛逛，其实根本看不出来这是一个景区，都已经被商业覆盖了，然后都是一些人造的古色古香的房子。  不得不说夫子庙的人流量还是很大的，一批一批的旅游团往这里来，周围配套的吃喝玩乐行都已经狠完善了，在这里吃吃美食拍拍照还是很不错的。   		   ",4,6, , , 
【已注销用户】,2017-11-2108:56,第一次早上来夫子庙别有一番赏心悦目的感觉清晨的美丽真是让人很心动,5,0, , , 
royal_3040,2017-11-2108:48,虽然第一次去但是给我的感觉真的很好琳琅满目的小吃地表最强的吃货,5,1, , , 
喝酸奶不舔盖92,2017-11-2020:29,夫子庙，来南京旅游一般都会来这里逛逛，有很多的南京美食，也有很多的小纪念品，夜景也很好看,4,0, , , 
火火的歌谣66,2017-11-2016:17," 夫子庙可能就是相当于上海的城隍庙吧，里面有很多小吃，但是，在我看来，没什么特别吸引我的，而且还死贵??就是宰外地人的，很遗憾，作为外地人，由于时间关系，吃了一顿既不好吃，价格也偏贵的晚餐，没办法，得为南京建设做贡献。  夫子庙里有好几个景点，值得一提的是，晚上也可以参观，一般21:30关门，这个我觉得很便民，既方便了游客，商家也可以多多赚钱。我只看了江南贡院，门票40元，P大的地方，要收40元门票，真心觉得贵，在我看来10元差不多了，就算做贡献20元也很够意思了，上海豫园也不过就340元。其他的孔庙30元，拜孔子需要这么贵？上海10元，抢钱！有个秦淮八艳的故居，门票16元，就一个小破屋，弄点纱巾，想也能想象出里面有什么，不外乎琴棋书画，胭脂水粉，香帐罗衫。不如去琵琶蛮暗恋桃花源吃个饭免费看！一定比这个好看。   		   ",5,36, , , 
123囡囡,2017-11-2015:57," 秦淮河的夜景真美哦！同样旅游团也非常的多，夫子庙的小吃吃次，夜景看看，石路步行街走走，别有一番风味！但是这个天气不行，有点偏冷哦！请大家注意保暖哦！交通的话，超级方便，地铁口出来就是了，跟着人群走肯定没错的哦！   		   ",5,1, , , 
徐徐徐徐！,2017-11-2014:01," 夜游秦淮是我心心念念的一件事情，乌衣巷口的斜阳也是我的心事。秦淮河是我南京之旅的第二站，我们下午就去了，一直在闲逛，只为盼着天黑，夜游秦淮。感觉这里的夜晚很温柔，也很风情。让人乐不思蜀，魂牵梦萦。南京之旅是我和姚宝的第二次旅行，跟第一次糟糕的旅行相比，这次真的令人回味。   		   ",4,1, , , 
超级美食家,2017-11-1922:52,景是很美，故事是很有趣，但是秦淮河臭啊…我的天啊…真是太臭了,4,0, , , 
Rita泱泱,2017-11-1920:39," 晚上的饭点去的，没想到不是理想中的，小吃也很少，想吃的南京大排档要排上百桌，立马果断放弃了。 就随便逛逛，看到了夜晚的秦淮河的游船，11月的天还是挺冷的，要游船的小伙伴记得添衣保暖。 弊端:旅游大巴士太密集了，影响了整体的游玩效果和周围的交通秩序。   		   ",3,5, , , 
秘食北京,2017-11-1915:26,各种著名小吃，可以放开来吃。顺便河边逛逛，感受下秦淮遗风！,5,0, , , 
李哈尼尼,2017-11-1910:46," 现在的夫子庙已经成了小吃街的代名词了，而且每个城市都有类似的城隍庙啊，XX庙啊，节假日这里人山人海，里面只推荐一些比较有名的小吃，那些全国各地的都有的小吃，例如什么臭豆腐、XX烧饼价格贵还不好吃，纪念品也不推荐在这里买，价格简直贵了两三倍，附近有家沃尔玛，特产价格超市平价。   		   ",3,1, , , 
小西瓜吖吖,2017-11-1910:31,景色不错，当天要往返上海遗憾没看到夜景,5,1, , , 
bobomaster,2017-11-1906:42," 商业化气息浓重，历史感已经没啥了。去夫子庙要买门票的，30元，景点很小，我逛了一下子就出来了。。附近有个江南贡院，也是要30元门票，我就没去了。。我猜差不多也就那样子。 晚上有灯光，一般美吧，因为看过更美的。。到处是小吃餐馆，人超多的。我吃了牛肉锅贴和大虾生煎～生煎好好吃！   		   ",3,1, , , 
丁三丁,2017-11-1900:03," 位于南京秦淮河畔的夫子庙，始建于东晋成帝司马衍咸康三年（337年），根据王导提议“治国以培育人材为重”，立太学于秦淮河南岸。当年只有学宫，并未建孔庙。[5] 孔庙是宋仁宗景祐元年（1034年）就东晋学宫扩建而成的。因为祭奉的是孔夫子，故又称夫子庙。在学宫的前面建孔庙，目的是在于希望士子遵循先圣先贤之道，接受封建教化。   		   ",3,1, , , 
MissMystery,2017-11-1823:21," 导师专门推荐在南京一定要去秦淮河上夜游，所以就跟老妈一起去体验了一把。不管是周末还是工作日，夫子庙这一块人气都好旺，很多人，坐船的人也多，周末就排长队，工作日人稍微少点。跟老妈工作日的晚上来的，买票后也是排队上船，但是走的很快。 有画舫和摇橹两种，其实摇橹应该是最有意境的，是敞篷的，但是看着船很小，隔水面很近，秦淮河的水看着又挺深的，胆子还是小了点，坐的画舫。画舫跟摇橹的路线也不一样，摇橹去程顺流是人手工摇的，回来逆流就是电动的，画舫全程电动，除了摇橹的路线，还会再拐去白鹭洲公园转一圈。沿着码头上的路，到桃叶渡，到东水关，可以看到各种桥，各种墙壁上的画，看两岸的江南水乡人家，灯火辉煌。拐去白鹭洲公园，就可以看到表演，不是全程看，就是路过，有弹琴、唱戏的，公园里还有很多花灯，晚上看很漂亮，就是画舫开的太快，只能匆匆一瞥。 画舫全程大约50分钟，晚上的景还是很好看的，确实值得一看。   		   ",5,1, , , 
王紫炎,2017-11-1822:03," 夜游秦淮河应该是到南京的必备行程，从大众团了船票，要提前去售票处兑换纸质票，兑换处只有一台机器，所以速度慢，兑换时输入兑换码即可。最晚乘船时间是晚上9点半，排队的人很多。我们排了一个小时左右上的船，沿途有演员在表演，船上播放介绍，但是很讨厌的是介绍和景点对不上，沿河都是游船，河比较窄，感受不能想象古秦淮了。   		   ",4,0, , , 
夏小忆Y,2017-11-1820:21," 当天到的南京，晚上就来夫子庙逛啦~ 灯火辉煌，很是美丽。 印象最深的是“状元文化”，感觉跟这个有关的很多。比如江南贡院，去的时候有人穿着戏服在门口，然而赶过去的时候想拍照，已经又进去了还有一家买周边的店，各种挂件，配件，装饰品都是和考试有关的，不过也是很可爱啦。  走了一会，发现大家都围在湖边，原来湖中心有在唱戏(*???*)?*虽然是个小近视眼，也看粗来是林黛玉和贾宝玉的戏? 湖上很有氛围~戏完之后，大家就由拍戏改成自拍了哈哈哈  店很多，小吃店，小玩意店。有一家卖手工茶饼的店，很少女的风格，店里还有红糖花茶什么的，品尝了一些感觉还不错~不过已经在刚进来的时候听从小伙伴的安利买了“好一朵茉莉花”的饼了(回来之后吃了感觉真的蛮好吃(?′?`?)哈哈)，就没再买他们家了。  听小伙伴说这边还有大到能扛在肩上吃的冰糖葫芦，可惜没见到，不过见到了稍微小些的，也有半个我那么长，很厉害的样子(????-)?可惜手机没电啦，没拍到~  我们并没有逛很久，感觉还没逛过瘾，不过时间不早辣，就回去了~还是很值得来玩的(*?????*)?   		   ",5,5, , , 
仓鼠爱囤货,2017-11-1819:38," 去南京就是冲着夫子庙去的毕竟是5A级风景区听起来逼格就很高听说晚上的风景很不错所以就选择晚上去了风景真的很不错但是商业气息太浓本来想去附近吃饭的但是周末全部排队人太多所以放弃了以后不是节假日还会选择来逛逛吧   		   ",4,2, , , 
hell萌萌的,2017-11-1818:36,不错的地方，就是去时赶上天冷了。,5,0, , , 
