用户名,时间,内容,星级,点赞,,,
LZ,2017-01-1620:13,钟灵毓秀紫金山，福地原来别有天。,5,0, , , 
蓝茜妹,2017-01-0917:38,就是太大了，下雨，没逛完。。。,5,0, , , 
火星日立,2016-12-2721:10," 钟山风景区，其实你可以认为他就是紫金山，中山陵，明孝陵的集合，它们都是在钟山风景区里面，钟山风景区就是在南京市区的几个连起来的山组成的风景区。整体里面有非常多的经典，还有什么海洋馆之类的。南京博物院也在附近。   		   ",4,0, , , 
曾在气院呆过,2016-12-2516:07," 钟山，南京人习惯称之为紫金山，这里面有明孝陵、中山陵、梅花山、美龄宫、音乐台等好几个知名的景区，但是归总而言，他们都是因为这座紫金山而更加出名的，对于普通南京人来说，和玄武湖一样，现在已经成为周末健步锻炼的好去处，无论春夏秋冬，何时都可以去这个里面走一走，逛一逛，呼吸富含负氧离子的空气。 对了，最近一年紫金山的索道正在升级改造，暂时无法使用，带孩子想去头陀岭和天文台的，要先想好孩子自己能不能登上去。   		   ",5,1, , , 
王者之风_xm,2016-12-2121:46," 南京的钟山风景名胜区是来南京旅游的首选之地。 位置在中山门大街，距南京博物院4km路程，有34、201、旅游专线2路等几条公交线路直达景区停车场。 钟山是个风水宝地，因山顶常有紫云萦绕，又称“紫金山”，整个钟山景区非常大，一整天都未必能走遍。 主要以中间的中山陵为主，左右两边各是明孝陵和灵谷寺，这是三个主要的景点，另外还有各类名胜古迹200多处，可供旅游观光的景点80余处，光是列为全国重点文物保护的单位就有15处…… 不过，来这里，最大的原因，莫过于最主要的中山陵了，至于明孝陵，据说最美的是从高空看时，此陵呈现出“项链”状，想想都很美！而事实上，也很美！因为在“森林画廊”里，已经可以看到高空航拍图啦，而身临其境是根本看不出个啥，所以果断放弃此段行程。 这个景区的停车场超级大，有分小车和大客，都有充足的地方停，只要听从工作人员安排就好。 停车场旁边就是售票处，要说明的是，中山陵是免费开放的，其他的景区是要收费的，另外观光车也是要收费的。因为从停车场到景区还有一段路程，不过我是选择走山路上去，售票处旁边有台阶，从那里上山，到达中山陵景区前，就会经过“森林画廊”，在一大片高耸入云的森林里，吸着高纯度的氧气，看美美的画展，真的是很不错的感觉！！如果是遇上有太阳的时候，阳光穿过树木产生的光斑在相机的照片里会更加漂亮！ 其实，这个景区的售票处，并不只在停车场里有，进了中山陵景区，小广场上也同样有一辆售票车~~ 中山陵，从山脚下的牌楼到山上的陵堂，外观上都是青瓦灰墙，似乎是和某党的旗帜同一个调调，进那个陵堂之前门口有提示不能拍照，进去后其实并没有象毛主席纪念堂那样可以真的看到本尊…… 对了，半山腰有一块碑，建议单拍碑就好了，不要人碑合影…… 这样一上一下，差不多一个早上的时间，刚刚好。   		   ",5,7, , , 
嘤嘤大吃怪,2016-12-1917:49," 整体有明孝陵，中山陵，美龄宫，音乐大厅，海底水世界一些主要景点组成，除了中山陵免费，其它这些套票可以100，各自单买也可。地铁2号线苜蓿站下来后，就有明显指示观光车方向。有5条线路，10元/位。体力好的话自己徒步进去也可以，距离不算很长。里边kfc，麦当劳都有。   		   ",3,0, , , 
长腿学姐Ariel,2016-12-1711:47," 雖然來南京已經三四次，但來到南京代表景點「鍾山風景區」還是第一次，為的是考察項目呢！  景區位於南京市玄武區紫金山，距離南京南站打車過去約25分鐘。  這裡是不僅是首批國家級風景名勝區、首批國家5A級旅遊景區，對台灣遊客來說，也是來南京必去的景點！  鍾山風景區以中山陵園為中心，明孝陵和靈谷寺為依託，分布各類名勝古蹟多達200多處，84個可供遊覽景點。  因為考察行程緊湊，我們從苜蓿園地鐵站上去搭乘園區觀光小火車（一人一次2園）從苜蓿園出發，終點站中山陵南站，沿途依序是西方城站、美齡宮站、海底世界站。路程10幾分鐘，我想用走的應該會比較辛苦吧  我們先衝上最重點的中山陵，但時間有限沒辦法慢慢爬上去?詢問了小巴的女司機，美齡宮也是比較推薦的景點，雖然門票還要30元/一人呢。  ps整個鍾山風景區也有打包的聯票原價145元，現在特價100元（還是一直在特價？）  「美齡宮」有遠東第一別墅的美稱，中西合璧的設計，是蔣介石和宋美齡當時休息度假的宅邸。從空中俯瞰建築設計，猶如一串鑲有綠寶石掛墜的珍珠項鍊，超美麗！  一層一層參觀當時生活的房室，還有宋美齡的部分的生平介紹，也是很有意思，比較可惜大部分是靜態觀賞，看了一圈就離開了。  我們直接從美齡宮走到「海底世界」一個新的親子景點，不過好像在整修，外面都沒人。一個半天行程超級趕，在6度不到的低溫下也是不容易啊～下次再來鍾山風景區和周邊仔細看看！   		   ",4,2, , , 
小小诗蝶,2016-12-1521:18," 这是大学同学小蓓美女去南京拍的照片.有云谷寺.中山陵.玄武门和钟山风景区及缆车.总之南京人民是坚强的富有活力的人民.南京有很多景点值得一去再去.很羡慕小蓓同学足迹遍布中外大江南北.云游四海拍下无数美图.   		   ",5,3, , , 
Prince_Morgan,2016-12-1211:21," 钟山风景区虽又名东郊风景区，不过离市中心很近，南京人更喜欢将钟山称为紫金山。钟山风景名胜区蜿蜒起伏，宛如游龙，山光与水色齐收，山、水、城、林融为一体，囊“六朝、明代、民国、佛教等文化于一山之中，可谓“中华城中人文第一山”。 景区分为明孝陵景区、中山陵、灵谷寺和头陀岭三大景区及周边其他景区。以钟山（紫金山）和玄武湖为中心。其中中山陵、明孝陵是来南京必游的景点，加之山道两旁的树木互相连接，形成遮天绿伞，光是在林荫道下走走就非常舒服。 中山陵到明孝陵有旅游小火车来往10元/人，持景区门票或套票可免费乘坐；可租用8-10座的电瓶车，有导游讲解，可到中山陵、明孝陵景区任何景点 TIPS：小火车线路：1、明孝陵（苜蓿园）停车场——中山陵（停靠四方城、美龄宫、明孝陵博物馆、海底世界）；2、中山陵停车场（现东沟停车场）——中山陵；3、灵谷寺——中山陵；4、明孝陵金水桥——中山陵；5、灵谷寺—金水桥；全程均全程直达   		   ",5,4, , , 
copy佩佩,2016-12-0721:41,"钟灵毓秀紫金山，福地原来别有天；近水楼台晴亦雨，矗崖宝塔夏犹寒；

先生陵墓呈祥气，灵谷禅堂结佛缘；游客熙熙人浪涌，醉人美景尽兴看。
紫金山的夜景也同样美的让人痴迷与向往！",5,1, , , 
我们说好不分梨呀呀呀呀呀,2016-12-0510:19," 从白马公园爬上去…到紫金山天文台那里～从好几个角度逛过紫金山。这个是从玄武湖太平门那里出来，对面就是白马公园，然后走呀走呀，就可以看到山道…周末的下午人不多，以前晚上一个人爬过，太黑了没有灯光…建议还是白天去爬…适合居民散步什么的，感觉作为景点并没有什么特别的…紫金山天文台关闭了，不让进去！哼   		   ",4,0, , , 
粥粥的名字被占啦,2016-11-3021:28," 连续的阴雨天，阳光??显得弥足珍贵。难得出太阳，和小伙伴放下了书本，风风火火的去了紫金山。十分艰辛才找到登山口，下午四点多上的山，追逐着太阳??，沿途的游人很少，很安静。毕竟初秋，天气转凉，丝丝风意沁入心脾，还是有点冷哒～ 太久没有登山，所以感觉很累，两只腿似乎已撑不住自己的身躯。但我们还是赶在太阳落山前登上了山顶。回来的时候天色已晚，黑黑的山路有了小伙伴的陪伴一点也没有恐惧。 对了，索道还在修建哦??，所以山里很多路被封起来了。。。但依旧不影响赏景的人们。   		   ",5,0, , , 
楓葉,2016-11-2800:46," 钟山风景区是南京重要的景点，也是多个景点所在的区域 最有名的当然是中山陵和美龄宫了 有车可以到山下，也可以到半山腰 其实真心说的话，钟山风景区本身也是很值得一去的，视野开阔，风景秀丽，当地人大多来这里踏青 当然，来旅游的人自然是奔着景点来的   		   ",5,9, , , 
嘿嘿嘿,2016-11-2522:28," 风景优美，有很多树，里面有一个中山植物园，门票价格不记得了，最好玩的是桥世界，春秋游的时候学校组织去过。后来我妈也带我去过，里面的桥很。刺激，很惊险。人很容易掉下去。虽然河很浅，而且还有网，但是一身湿不好受的呀！   		   ",5,1, , , 
洋葱大饺子,2016-11-2107:53,大很大特别大三个小时急行军美龄宫明孝陵中山陵灵谷寺都跑了一遍,5,0, , , 
ppp生活,2016-11-1518:17," 爬紫金山，一般选择坐车到樱驼村下，这条路通往山顶比较快，耗时少，基本都是台阶，只不过半山腰上去比较陡，不过最近紫金山在修缮，因此在白马公园那晃到天文台走走缓坡就已经足够了……沿途干净风景美……是个周末锻炼身体谈情说爱的好去处   		   ",5,0, , , 
一嗅二视三动眼,2016-11-1416:06," 实验室秋游（确定不是冬游？）大家选的去紫金山，坐二号线在下马坊下，再转公交到栈道。紫金山就在钟山风景区里面，有很多入口自行选择最近的，山就是普通的山，而且紫金山天文台现在暂时不对外开放，所以无法继续往上爬，风景一般，高度一般，如果住的比较近，平时过来爬爬健身还是不错的，人多边走边聊聊天还行，要不实在很无聊。   		   ",4,1, , , 
简木,2016-11-0623:29," 真的特别大，本打算半天游完，可是根本不可能，建议买套票，很划算，有明孝陵，美龄宫，音乐台，灵谷寺。四个门票。直接刷身份证进去就可以。每个景点之间有游览车10元一次，有点贵啊！里面空气很好，不愧是5A级景区   		   ",5,0, , , 
and,"2016-10-20
??更新于2016-10-2418:15"," 前两天去南京去游完了一次，来到了这里(中山陵)，这里南京的旅游景点之一，里面分了4到五个小的景点区，我们一起买了全票优惠价100元，可以参观5个小区的景点  在景点与景点之间可以乘坐观光车10元一个人，这次旅游虽然有点累，可是了解了很多关于古物建筑，以及对于古人的优良历史 宋美龄 蒋介石 孙中山 等等等 这里真的是值得来一看的地方，因为不想用太多的语言去说，百闻不如一见，自己过来观看了才知道其中的奥妙。。。。   		   ",4,2, , , 
尹二妹妹,2016-10-1322:54," 走啊走啊走啊走。印象就是这样了。如果说要不要来看，我觉得是应该来的，值不值就见仁见智了。小火车很可爱。如果可以的话，在景点间和景点中设置一些自行车出租点，大家可以骑车往来会不会也很好？不过旺季也可能很可怕啊??。中山陵道路两边的松树用铁架和铁圈辅助支撑和固定住了，不过铁圈可能是统一制作的，有的空隙还很宽很宽，有的铁圈已经卡进树干里了，特别是这种卡住的，根据情况重新制作新圈呗？隔几年检查一次嘛，看到以后心里一直别扭着。没其他意见啦！   		   ",4,1, , , 
孙红燕,2016-10-1107:44,我是带家人买了套票的，景区太大了，一天玩不了，如果体力好的一天可以。因为一共加起来五个景点呢。如果一家人有老有小的建议一个景点一个景点的慢慢玩。我们基本是走马观花，没细细玩，对于游玩质量来说不划算,3,0, , , 
玉米年糕红豆钻,2016-10-0810:58," 很大的风景区，各个景点之间都需要做接驳车，10元一次，当然私家车也能开上去，景区内经常堵车。中山陵免门票，其他都要门票，买联票优惠点。中山陵这边有商业一条街，其他景点没了，到了各个景点里面其实还要走很多的路。要把整个钟山风风景区玩下来还是蛮累的。   		   ",4,0, , , 
丫扑丫扑,2016-10-0617:15," 套票100元，除了海底世界都可以去。可以玩一天，景点与景点之间还是有一定的距离，景区有代步车十元一次。明孝陵非常适合拍照！特别是神道。自行带水比较好，景区饮料比较贵，不要坐景区里的taxi，比黑车还黑，可以坐公交出景区再打车。   		   ",4,0, , , 
爱吃肉的小猴子,2016-10-0513:33,南京的天然氧吧，空气清新，不去景点随便遛遛弯也不错，只是节假日会堵车,5,0, , , 
小小强_9293,2016-10-0418:45,只去了中山陵，人多，真是多啊。吐血了。,4,0, , , 
春天的果子888,2016-09-2615:39,"从樱驼村那边上去的，拼了老命爬到了山顶，第二天脚酸得上不了楼梯，再也不想爬第二次了～～～
上山路上每一个平台几乎都有卖水、黄瓜的地方，越往上会越贵一点，总体还好～～～～",4,0, , , 
胡吃闲逛,2016-09-1922:45," 紫金山位为钟山风景区内环境优美绿化做到百分之九十九适合遛弯锻炼有很多条上山路骑自行车的挺多的下山他们骑的有点快山半腰还有场所公益书屋开放时间周二至周六10-18点很不错山顶顶峰不让上有大门侧面可以领略山下风景缆车还在修理中估计修好山上公园要收费了值得一游！   		   ",4,0, , , 
PeterFang.,2016-09-1800:28," 钟山 钟山位于南京城东，自古被誉为钟山龙蟠。钟山面积45平方公里，其间山，水，城，林浑然一体，自然景观丰富优美，文化底蕴博大深厚，中山陵、灵谷寺、明孝陵三大核心。 钟山分布着各类名胜古迹200多处，其中，世界文化遗产1处，全国重点文物保护单位15处，省市级文物保护单位31处。 钟山山体东西长7公里，南北宽约3公里，周长达30公里，是江苏南部茅山山脉的余脉－－宁镇山脉的最高峰。山势整体呈弧形，中部向北凸出；东段向东南方向延伸，止于马群、麒麟门一带；西段走向西，经太平门附近入城，隆起为富贵山、覆舟山和鸡笼山。山势蜿蜒逶迤，形如莽莽巨龙，故称“钟山龙蟠”。 钟山有三个山峰，呈笔架形。主峰居中偏北。叫北高峰，海拔448.9米，为宁镇山脉之最高峰。其东南第二峰为小茅山。第三峰居西，称天堡山。环山溪流交汇，湖泊众多，北麓的玄武湖、山南的紫霞湖、燕雀湖、琵琶湖等尤负盛名。   		   ",4,0, , , 
你叫我JOJO,2016-09-1619:35,南京是个浪漫的城市～特别是秋天的紫金山～打开天窗～看着路两旁高大的法国梧桐～大片大片的阳光撒下来～车里放着sonsofday的那首歌～念念不忘至今,5,0, , , 
静崽,2016-09-1209:58," 我们来说中山陵，包括音乐台，台阶很多，天气很热，地铁口直达小火车，方便，不花门票的，明孝陵，神道不错，就是太累，里面还行，全是古迹，美龄宫，翡翠宝石，美丽可爱，冬暖夏凉，确实美丽，历史悠久，还是不错，好   		   ",5,10, , , 
水陆星涸,2016-09-0722:17," 这个景点很大，给人的感觉特别舒服，特别悠闲，最重要的是免费的，哈哈，建议不要跟团，不然感觉很匆忙，根本没心思融入其中。把车停好后，上山前有很长一段路走，路上的法国梧桐超级高大，这是我在上海从未见过的，路两边的植被也非常茂密，热带雨林的感觉，空气很清新，到开始爬山之前有一些饭店，价格有点贵，真正开始爬山的地方是一眼望不到终点的台阶。   		   ",5,0, , , 
跑步是为了更畅快的吃饭,2016-08-2221:33," 南京紫金山，今天已經是暑假第11次登頂了，想起來還沒有好好的拍過幾張照片。不過山裡的風景真是無處不是風景。 政府給出的紫金山登山道一共是六條路線，但是南京各個戶外隊探路的路線已有100多條。其實不難發現很多山路都是非常顯而易見的，正如魯迅所說世上本沒有路，自的人多了自然就成了路。 炎炎夏日早上六七點站在大石坡的中間吹著山風簡直比空調還要舒服一百倍！ 圖為頭陀領到櫻坨村的樓梯，一路綠樹成蔭。 這樣的森林氧吧應該多多來，不僅可以欣賞南京的不一樣的美景還可以鍛鍊身體！   		   ",5,0, , , 
LY君子好逑,2016-08-1718:49," 钟山风景名胜区位于江苏省南京市，以钟山（紫金山）和玄武湖为中心。钟山风景名胜区蜿蜒起伏，宛如游龙，包括紫金山、明代城垣、玄武湖，山、湖的连接地带以及环湖的富贵山、覆舟山、鸡笼山等若干低丘和城垣、城堡。其特点是山光与水色齐收，山、水、城、林融为一体，相得益彰。自钟山远眺，玄武湖五洲烟柳，十里春风，燕雀湖波光墙影，紫霞湖林海明珠，尽收眼底。使人心旷神怡。富贵山、覆舟山、鸡笼山秀峰塔影，林木葱郁。自然生成的山林野趣，加上匠心独运的精美建筑，使得钟山风景区成为自然美与人文美紧密结合的上乘佳作。为我国首批5A级景区。 玄武湖三面环山，一面临城。钟山雄峙湖东，古城濒临西南，富贵、覆舟、鸡笼山屏列于南，秀峰塔景隔城辉映，朝阳、幕府山绵延湖北，山城环抱，沿湖名胜古迹众多。玄武湖古称桑泊、秣陵湖、后湖、昆明湖等。相传南朝刘宋年间，有黑龙出现，故称玄武湖。北宋时王安石实施新法，废湖为田，从此玄武湖消失。明代朱元璋高筑墙，玄武湖疏浚恢复，成为天然护城河。 钟山六朝古都南京的东郊，是南京地区群山之首。古称金陵山，战国时楚国在此建金陵邑，即由此山得名。汉代开始称钟山，东晋时开始称紫金山，因山有紫色页岩，远望山顶，紫云缭绕气象万千。钟山三峰相连形如巨龙，山。水、城浑然一体，雄伟壮丽，气势磅礴，古有“钟山龙蟠，石城虎踞”之称。钟山地处北温带和亚热带之交，为南北植物引种过渡地带，植物品种丰富，林木繁茂。有中国民主革命伟大先驱者孙中山先生的陵墓－－中山陵以及辛亥革命名人墓。   		   ",5,2, , , 
我就是小机灵阿,2016-08-1717:11," 就住在中山陵山脚下，所以爬中山陵几乎是常事，但是说实话真正爬完一座山的，几乎没有，紫金山是我爬的最多的一座山，也是我感觉风景最好的一个，这是我早上7点开始爬的，大概8点登顶的，热疯了我，好多老爷爷老太太，因为太早了……   		   ",5,0, , , 
赦天琴箕吐血了,2016-07-3015:56," 闲得没事就来爬山，每次看到军事管理区就挺想溜进去看看。当年在岳麓山也是这么想的，但从来都不敢。。后来被警告过，曾经有师兄师姐不知道搭错哪根筋直接进去了，直接被扣，电话打到学校通知辅导员来领人，引以为戒。。。   		   ",5,0, , , 
遥遥可期,2016-07-1206:34," 去年夏天在南京旅游的时候拍的照片。 本来没打算来这儿，后来看见旅妈妈有个1块钱的门票抢购，于是就过来了，那天天气不太好，下了雨，我还被雨淋了。 长江中下游平原只有南京和镇江有山，448m高的紫金山已经是江苏省除连云港外最高的山峰之一了。气候凉爽、风景秀丽，自汉朝起便极富盛名。山上的著名景点不计其数：中山陵、明孝陵、灵谷寺、天文台、美龄宫、音乐台、海底世界、中山植物园、明功臣墓、抗日航空烈士公墓……现在这些景点被打包成了一处AAAAA级风景区：钟山风景名胜区。清明前后，来紫金山是最好不过了，不但你能欣赏到烂漫的樱花，还能给孙中山、朱元璋、孙权、廖仲恺、邓演达、谭延闿、李文忠、常遇春、仇成等一票名人上坟。另外适合来紫金山的时节是夏夜，不但你能看到萤火虫，还会常常撞见有节奏摇摆的汽车，以及第二天清晨散落一地的卫生纸与塑胶制品。 钟山因山顶常有紫云萦绕，又得名紫金山。钟山与后湖相依相望，奠定南京先天形胜。其间龙蟠虎踞，山水城林浑然一体，可谓南京山水人文之钟萃。故诸葛亮有“钟山龙蟠，石头虎踞，此帝王之宅也”的盛赞， 钟山以“龙蟠”之势，屹立于扬子江畔，饮霞吞雾，历经千年而郁郁葱葱，纳数朝君王和英雄豪杰而松青柏翠，融多元文化和数种天工而卓然于众山之中，囊六朝文化、明朝文化、民国文化、山水城林文化、生态休闲文化、佛教文化系列于一山之中，是为“中华城中人文第一山”。   		   ",5,1, , , 
yoyo宝贝520520,2016-07-0219:15,五一去的，闺女才六岁太小了保安说还是别做了要排队2-3小时，下次人少在做吧,5,0, , , 
hua1219,2016-06-3019:46," 钟山风景区是一个很大的地理范围，基本上可以分为三部分：明孝陵景区、中山陵景区和灵谷寺。 从市内出发的话，可以坐地铁到“苜蓿园”站下，然后选择步行上山或者乘坐旅游巴士（班次比较少）。也有游览车，单程10块。   		   ",4,2, , , 
我叫阿良,2016-06-2210:20," 紫金山应该是南京最有名的一座山了吧！也是那一句著名的龙盘虎踞的一部分。爬紫金山的人似乎有几种，一种是很早就过来。通常不到6点钟，的那些老头老太太或者。一边，跑步爬山一边听音乐的年轻人。还有一种就是完全是为了爬山而爬山，但是，一般没有那么大的，精力，他们一般会选择上午或者下午过来，还有一种就是单纯的游客啦！外地人居多。这是我的小棺材也不知道准不准确。我记得似乎有一个著名的话说古人，有一部分人爱山有一部分人，乐水。说实话我蛮喜欢爬山的爬山，不仅能够锻炼身体，而且多多爬山也能使人脚步轻盈。而且山上一边空气比较纯净，没有我们在闹市中的空气那么无缘，感觉闹市中连空气都是喧嚣的。但是山中非常的幽静，时不时还会有一些鸟叫声。爬紫金山的时候我通常会心态比较放松，而且会想到很多很多别的事甚至会回到自己的童年，每次都比较心情愉快。偶尔在紫金山上一边爬山一边拍拍照，心中感觉自己好像是那种住在山中的隐士一样，采菊东篱下，悠然见南山。不过不得不说牌子经商还是挺累人的一件事儿。   		   ",5,1, , , 
崽崽崽崽崽那遥远的地方,2016-06-1710:16," 四五月份的时候吧 赶在在维修之前坐了一次索道 一直都是爬上爬下从来没考虑过坐索道 因为感觉紫金山也不是很高嘛坐索道干嘛 但是这样的索道其实很少了 所以来怀念一下 在高处能看到整个南京感觉很棒 就是风吹的有点冷hhh   		   ",5,0, , , 
十一十一狗,2016-06-1322:44," 阔别多年后南京我又来了！真的很喜欢这个城市历史文化底蕴这个理由可能被用烂了都我最爱的其实是南京的树！参天的古树数不清的年轮无限绵延的枝桠走在盛夏的路上太阳都被古树的叶子牢牢隐蔽着只有凉意袭来表现最明显的便是通往中山陵的那段路如果想要达到运动目的的话走上去不失为一个好选择也可以做游览小车10块钱一个人直达中山陵无论何时中山陵都是热门景点也是中小学生爱国主义学习最好的地方现在中山陵不要门票了相比之前80块一张简直不要太划算而且门前还多了两个制币机器游客自己可以投币制作纪念币作为中山陵旅游纪念这个创意还是不错滴明孝陵还是要门票的学生票35块半价呢没有学生证的话真心挺贵的不过里面景色超级好各种动物石像很庄重很有厚重感走啊走拍啊拍明孝陵里都可以玩个大半天此外还有音乐台啦风景也不错   		   ",4,2, , , 
BFF2,2016-06-1311:12," 在南京，说到爬山估计第一个想到的就是紫金山了吧。景区不收门票，就是山上的天文台要收费15。可惜的是现在索道关门了没有感受到，不知道以后还会不会重新开。坐公交到白马公园，一路上去就是了。路上很很多外国帅哥。下雨天小心路滑。   		   ",4,0, , , 
光芒的炫耀,2016-06-1020:39,我坐过的最长的索道，爽，一定要去试试,5,0, , , 
鱼小鱼nan,2016-06-1010:56," 第一次自己徒步爬了这么高的山，去的时候正好锁到停运在维修，几个人爬了两个小时到了山顶，风景不错，俯瞰整个城市，对于没有爬过山的我来说还是很雀跃的！一路上都有卖水或者黄瓜的！天气很好，没有太阳不会太热，下山用了一个小时，不错的一次体验！   		   ",5,2, , , 
是清欢,2016-06-0910:41,很庆幸赶在索道改造前去乘坐了～,5,0, , , 
麦拉风,2016-06-0716:45," 远!大!累!这是我对整个钟山风景区最大的印象。 从夫子庙到景区大概路途1小时，想要进入景区还要继续坐车大概30分钟。套票100/人，票上景点包括明孝陵--美玲宫--音乐台--灵谷景区，因为明孝陵是免费的所以如果连贯起来应该是五个大景点。 友情提示:请游客们留一天时间给钟山风景区，别赶时间否则会累劈。一定要带防蚊虫药水，我被莫名其妙的咬了很多小包包。   		   ",3,0, , , 
张楠39,2016-06-0411:28,很好的索道，风景很好看，小紧张,5,0, , , 
美丽人生咩咩,2016-06-0216:53," 在关之前去了三次。第一次自己坐，第二次和好朋友，第三次和重要的那个人。三次的感觉都不一样，哈哈。这种360度接触大自然的索道很少见，特别的喜欢。在上面感受微风徐徐，鸟语花香，一览南京的城际线。满眼的绿色简直心情大好。   		   ",5,0, , , 
长歌怀采薇丶,2016-05-2610:27," 作为一个蓝鲸人还没有做过紫金山索道所以在5.10号之前和同学去感受了一下 才知道紫金山和钟山是在一片地方以前一直以为是两座山来着正好好巧35元往返的纪念活动所以工作日去还是很划算的不过现在应该已经在整修了 索道整个是慢慢悠悠的没有我之前以为的刺激刚开始觉得紧张那个卡的杆子是活动的好怕自己会掉下去 不过天气好的话看风景还是蛮美得以后改成封闭式的感觉会有点遗憾呢   		   ",4,0, , , 
lansial,2016-05-2600:40," 南京市区唯一可以休闲爬山的一处风景，离新街口珠江路火车站都很近，现在也是越来越好，白马公园入口就有个停车场挺方便价格也不算高！坐公交也很方便，山脚下有很多路公交车底站就在此，非常方便！  对于南京人来说开春爬爬紫金山是必不可少的，索道价格成人35是敞开式的，胆小者还是别坐了！  其实紫金山并不是很高，从人行践道上去不要半小时就可以到达天文台，绕野道估计也就10来分钟，天文台对面是悠仙美地，山上唯一可以落脚吃喝得地方，有停车场跟山下停车场一个价。  天文台票价15不贵，索道单程票价35，需要往返的可以山下就购买好，不过既然过来爬山怎么也要走上去吧，下山累了可以选择索道，全程下来大概10来分钟不长！  每年都会来一次，感受下大自然的气息挺好！   		   ",4,2, , , 
zhaiwei_81,2016-05-2212:08," 520。爱你山间的郁郁葱葱，爱那被风吹过的夏天，爱两条平行线来往之间的风景交错。5月20日是紫金山索道改建前运行最后一天，已经记不清以前坐索道时的感觉，这次竟有点怕怕的，看对面行来的有三人一辆欢声笑语，还有一人独坐悠然自得。再见童年，再见青春，再见，一定再相见。   		   ",5,0, , , 
正在注册用户名的用户,2016-05-2114:44," 以前住在附近都没来紫金山走走，今日休息闲来没事过来爬爬山，从樱驼村这里上山，有一段上坡路好陡，爬了一个小时才到山顶！本以为缆车已经停了，没想到延迟到5.20号，还可以再坐下，而且票价也优惠，35来回，只可惜单程也是35。   		   ",5,1, , , 
星之卡比,2016-05-2019:24,"哈！赶着这个93年就建的老派索道告别游的尾巴去玩儿了次，真是景色超好，虽说上山时候还有点紧张，但俯瞰整个金陵大地就感觉到很舒爽~

虽说未来新建成的会是最新技术，但这种露天敞篷索道也不会再多见了吧。",5,0, , , 
洗羊羊,2016-05-1920:18," 快要停止营业了。坐这种敞开的，刚开始有点害怕。不过后面改成封闭式的，应该也没那么好玩了吧。全程时间真挺长的，中间还有一站，天文台，可以招手，工作人员帮助你下来。不知道有什么风景，没有尝试。对了，上山下山都有照相的，就算害怕这时候也要保持风度，哈哈   		   ",5,0, , , 
老孙711,2016-05-1811:14,值得纪念，没去的朋友等着重新开业吧,5,0, , , 
curtain100,2016-05-1509:36," 听说紫金山索道快拆了，赶紧再来一次拍点照片纪念纪念  平常做没有排过队，这个周末竟然排队了……  全程大约半小时，对于恐高的我来说到了高处还是有点害怕的，特别是这个又老，设备又简陋，真的没有安全感，特别是每到一个柱子，卡塔几下颤抖好几下就慌，就怕掉下去……  脑子里面已经脑补了很多种摔下去的惨样 不过风景还是特别美的，高处视野就是开阔   		   ",5,0, , , 
加加纳特,2016-05-1422:33," 来哩度大多数都係为佐去瞻仰吓中山陵，几年前就来过，今次过来首先发现免费入场，上山的步道修得更加完善，觉得累可以选择电瓶车上山。今次来适逢週未日，游客非常多，特别係幼稚园小朋友一队队咁过来，真心难为佢地咯。个墓室无开放，入场参观要行打蛇饼通道。   		   ",4,1, , , 
LESLIENIP,2016-05-1409:12," 第一次坐这种腾空的缆车！感觉真的不一样！ 赶上紫金山旧索道关闭逃了课来坐九点多一点到售票处才刚刚开始售票虽然人多但坐缆车的只有5、6个人大部分都是来爬山游览或是锻炼的赶上怀旧之旅本来60元来回的票价改为35元来回中间经停天文台 如果空气质量再好些一定会感受更棒拍出来照片也会更好看～   		   ",5,0, , , 
Coastline_,2016-05-1012:03,挺好的就是有点儿冷，终于去了一次了,5,1, , , 
陌语~,2016-05-0923:05," 这条索道似乎运营了很多年，可能因为是很少过来爬山吧，从小到大都没有坐过。听说它要停运改造了，正好有空赶在施工之前过来体验一下~ 非周末的时候去的，怀旧价35/人往返，还是挺实惠的，也没什么人排队，全程大概一个多小时左右~ 缆车是完全开放式的座椅，在游客坐到座椅上之后，才有一个保险杠从后面拉到身前，这种形式对于观赏风景来说虽然很好，安全性却值得考量，难怪要改造成封闭式车厢了~ 在缆车上可以看到整个钟山风景区，其实大部分也就是一片绿色，就当是放松放松眼睛吧。终点是紫金山的山顶公园，晒晒太阳，吹吹风，聊聊天，时间很快就过去了~ 总的来说是一次不错的体验，也挺有纪念意义~   		   ",4,1, , , 
老城旧时光,2016-05-0800:04,来回一小时是真的。风光很好，中途也可以下来，然后去什么陨石馆看一圈再回来继续坐。,5,0, , , 
