用户名,时间,内容,星级,点赞,,,
你说撒听不见,2022-12-0222:57," 博物院真的非常值得去前提是感兴趣 我可能就对金缕玉衣感兴趣 因为在看盗墓笔记刚好看到博物院有这个就去了 逛的非常累如果要仔细的了解历史 真的是需要听讲解一天逛一个馆就好了 不然太累民国馆拍照比较有氛围就是人太多啦 因为时间关系真的是走马观花看了一圈 以后有机会再去   		   ",4.5,1, , , 
小欢欢,2022-12-0216:09," 闲来无事，于是约好友参观南京博物院。南京博物院里面的文物太多了，看的人是目不暇接，有历史馆，特展馆，民国馆，艺术馆，数字馆，不逛个一整天，是完全看不完的。住在南京，可以分几个时段看，这次逛了历史馆和民国馆，感觉意犹未尽，准备再找个时间逛剩下的馆。   		   ",5,0, , , 
深巷见南山,2022-12-0211:42,这边很有参观教育意义。时常可以过来参观的。推荐一下。,5,0, , , 
绝情剑客,2022-12-0120:13," 南京博物院是中国创建最早的博物馆、中国第一座由国家投资兴建的大型综合类博物馆，也是中国三大博物馆之一。不过去之前要提前在线上预约，里面有历史馆，特展馆，数字馆，民国馆，艺术馆，非遗馆。爱拍照的可以去民国馆，很有意思   		   ",5,0, , , 
外星人12,2022-12-0111:46," 南京博物院近期正在举办，打击文物犯罪成果展览。由江苏公安机关与南京博物院共同举办，挟雷霆之势、以万钩之力，重拳出击，对发生的盗掘古墓葬等重大案件，抓获犯罪人员，缴获文物形成强烈震慑效应；对发现的重大犯罪团伙，强化侦控经营、深挖拓线，查明幕后出资、盗掘、 倒卖等各链条犯罪人员，实施全链条整体打击，确保一网打尽。推荐有时间去看看。   		   ",5,0, , , 
Eileenlv2012,2022-12-0110:48," 孩子看了鬼吹灯的点时候非常来博物院餐馆，说自己长大要学考古。在官网上看到这边有停车场，结果过来后停车场不让进，附近也没有停车的地方。绕了好远才找到停车的地方。博物院里非常大，我们只走完了一个馆，其他地方都是匆匆的一过。给孩子租了音频的讲解，他每个地方都去仔细观察仔细听，好认真的样子。除了不好停车，这个地方还是可以多来看一看，最好安排一天的时间。   		   ",4.5,0, , , 
西麦喜脉,2022-12-0110:29," 在我心里????更甚于国博，每一件藏品值得细细观摩。 能值得称上博物院的地方不多，南京是其中一个，而且人气超级往，工作日来的，下了地铁跟着人流走就到了。来了以后没想到这么大，虽然时间不够，但是也打卡了三个馆：历史馆，民国馆，特展馆。强烈建议花半天时间租个讲解器好好听一下。从恐龙时代一直到现在，藏品相当丰富，也很精美 博物馆是民族文化基因的宝库 文物的生命轨迹让人为之叹服   		   ",5,1, , , 
快乐随心LS,2022-11-3020:15," 南京博物院，中国三大博物院之一，非常值得去，对了解国家的历史文化非常有帮助。 游览需要提前预约，建议非周末出行，博物院有停车场，人少的时候还是挺方便的，周末可能就停不下，需要停到旁边的酒店。 游览时需要租个电子讲解，不然很多东西你是看不明白的。   		   ",5,0, , , 
BlueMoon666,2022-11-3018:02," 去南京怎么能不去南博，和朋友在服务中心租上一个电子解说器，每走到一个地方都能听里面的讲解，真的很方便。做为中国三大博物馆之一，有多个展馆，有的展馆会有一个复刻展品供游客触摸，这一点很不错，博物院很大，游完需要大半天时间，可以在里面的休息处休息，吃到博物院特有的雪糕   		   ",5,0, , , 
小木匠,2022-11-2923:03," 周末闲暇无事，遂约好友参观南京博物院，感受中国文化与历史，其前身是国立中央博物院，首任院长是中国文学大家蔡元培先生。 南京博物院分历史馆、民国馆、特展馆、艺术馆、数字馆和非遗馆，将展品分类陈列在六个风格迥异的馆是南京博物院的特色所在。 漫步其中，一方面让我们身临其境面对历史，感受千年历史沉淀带来的震撼，另一方面，也督促着我们肩负传承的使命，砥砺前行，将中华民族优秀传统文化继续发扬光大。   		   ",5,1, , , 
勒布朗.森,2022-11-2921:06," 【南京博物馆】 今年国庆节打卡了南京博物馆  ｜去的时候恰巧赶上好天气，真的是油都晒出来，感觉又在过夏天，从外面马路牙子就开始排队扫码检查核酸等等，大约至少快一个小时终于进入大门，进去以后继续排队，完全没有遮挡，就在太阳底下； ｜总体来讲还是值得一去，分别不同时期的历史文物，如果对历史有研究的同学?????可以推荐，当然即使没有对历史很了解也可以借此机会增长见识； ｜去这里一定要提前预约，限定了人数，否则去了可能会进不去哦； ｜南京??   		   ",4.5,29, , , 
紫衣muse,2022-11-2918:05,一个极具文化内涵的地方，带孩子来学习历史知识，熏陶中华历史文明的发展史！,4,1, , , 
戎州茶客,2022-11-2908:04," 南京来了很多次，还是第一次逛南京博物院。它位于江苏省玄武区，是中国三大博物馆之一，全国重点文物保护单位，其前身是民国时期蔡元培等倡建的国立中央博物院，是中国创建最早的博物馆。从资料看，南京博物院占地13万余平方米，为“一院六馆”格局，包括有历史馆、特展馆、数字馆、艺术馆、非遗馆、民国馆。尽管时间有限，跑马观花，还是深为馆藏文物之精美而震撼，尤其金缕玉衣等儿时耳熟能详的“宝贝”。博物院除了提供讲解，也有可能很多图文语音设备帮助游览，楼顶还设置有咖啡厅等休闲场所。两个半小时逛下来，一点不累。好地方，值得推荐。   		   ",5,0, , , 
Armin宅,2022-11-2722:35," 2022.7.30来到南京博物馆参观，提前预约好了扫码就进来了，由于是周末，人还是比较多的排了一会儿队就进来了（离地铁站也不远哈）  地下还有区域提供了餐饮服务，特别贴心，在这里补充了能量后开参观  博物馆很大，空调也很凉快，里面有很多个展厅可以参观，不同的主题，记录着历史和时代的变迁，真的是叹为观止呀  如果来南京玩耍的小伙伴一定要来参观一下   		   ",5,1, , , 
小龙宝宝0909,2022-11-2721:46," 这个关于南京博物馆一直得有想写也一直没有时间，最近一次去是暑假八月底的时候考虑到小朋友暑假学业的问题所以全家去参观了下值得推荐的就是第一个大馆好像是历史馆，其他就是民俗馆也是女生必逛的，还有包括特技馆，数字馆，也是非常不错的，想要好好逛你至少要准备大半天的时间！   		   ",4.5,0, , , 
Ruby周,2022-11-2715:12," 南京博物院很值得逛的一个景点，交通非常方便。冲着金缕玉衣去的，但是没敢拍照。租了语音讲解的耳机，可以更好的了解文物背后的故事。里面场馆非常多，让人最为新奇的莫过于民国馆了，真的有很多民国的街景和建筑。最顶层可以简单的解决餐饮，价格也不是特别贵，有时间真的可以在里面逛上一天   		   ",5,0, , , 
A莉莉花,2022-11-2618:35," 南京必打卡的就是南京的一个博物馆，我去的时候当时已经三点半，他们这个博物馆是五点钟就闭园，我只参观了传统历史文化的这个博物馆，都已用了两个小时左右，因为他每一层的每一个馆里面的产品都非常的精美，都值得多看一眼，每一件藏品都诉说着当年不同的一个故事，每一层的主题都是不一样的，精美绝伦，美轮美奂。 交通: 交通非常的方便，坐地铁可以直达下了地铁往前走，大概100米不到就到博物馆，要提前准备24小时核酸报告和提前在公众号上预约门票，记得带上身份证才能入园。   		   ",4.5,10, , , 
西多士,2022-11-2615:20,去玩过了比较大有意思的是里面一个唱戏的地方坐着喝喝茶吃点果子很松弛,5,0, , , 
yinsiyi,2022-11-2614:05," 特殊时期，想假期带娃出去转转也是不大现实，那么就家门口附近搜搜，找点她没去过的景点参观参观吧～小娃看多了鬼吹灯之类，对古董还是很感兴趣的，她爹带她在里面看了一下午，观赏好了还顺带在附近咖啡店一个人一杯咖啡和蛋糕，真惬意哦～   		   ",5,0, , , 
Albert凯凯,2022-11-2323:43," 国家一级博物院 藏品众多，应接不暇 从远古到民国和现代 历史的，艺术的，年代的这里都有 周末的南京博物院最多的是学生 也难怪南京是高等学府最多的城市之一 	 1??注意事项：开车的话可以停博物院地下 也可以停在附近街道的路边划线车位 非常方便，核酸48小时和苏康码绿码即可 外省来的没来得及做本地核酸的 出示你省的48小时核酸证明也可 	 2??进入院区开始博物院游览！ 必看：历史馆 推荐指数?????????? 正前方即是历史馆，从远古，夏商周，春秋，秦汉，魏晋，唐宋元明清，展品数量特别多，要一个个看完至少3小时。 	 必看：民国馆 推荐指数???????? 从历史馆可直接进入民国馆，怎么说呢，褒贬不一吧，有人说这里拍照出片，博物院也确实花了心思复原了当时南京城的街道，邮局银行古玩店！那个时期的各种物件也在这里有所呈现，但是！里边的店铺几乎都是商业店铺，可以买吃的喝的，感受一下！但是就怪怪的，不吃不喝的话就逛逛也没啥看点。半个小时拍拍照足矣。 	 必看：特展馆 推荐指数?????????? 特展馆有镇馆之宝，也有一些主题的特展，佛教类、钟表类、陶瓷类，这里的展品数量虽然不如历史馆，但也是精挑细选，值得看的藏品这里也有很多。一共五层楼，我去的时候有两层楼都在布展，所以只花了1个小时逛完，如果五层楼逛完估计要2小时。 	 如果时间不多的话。 选看：艺术馆、数字馆 推荐指数：?????? 艺术馆有雕塑馆、琴、书画各种艺术类古代的、近现代的，当代的，都有。 数字馆就是有互动体验的，可以带孩子玩，大人也可以体验一下。 	 另外最为惊艳的应该是南京博物院大门外的街道了，虽然车水马龙，但是景色并不逊色。为什么秋天来博物院？不仅可以感受历朝历代的往事回响，更可以看到南京梧桐秋色。图2，梧桐树叶潇潇落下，美从中来。   		   ",5,8, , , 
豆小兔,2022-11-2313:17," 第二次来南京，特地逛了南京博物院，没来之前还以为南京是大明老家，明朝古迹会比较多，来了之后发现，明朝只是历史的一小部分，连清朝的文物古迹都比它多……作为星汉剧粉在博物院看到不少剧里出现过的器具，看来剧组还真的是考究，道具都要尊崇历史，真是值得表扬一下哈哈！????   		   ",4,0, , , 
小西西,2022-11-2308:02," 发财树镇楼每到一个地方当地博物馆必去，算是了解和学习当地文化最快的渠道了吧。南博藏品丰富，就是指示牌不明确，各个馆之间很饶，第一次去完全迷路了，这点其他博物馆感觉做的很好，可以借鉴下其他博物馆，地址就在景区旁边，可以安排在同一天   		   ",5,0, , , 
匿名用户,2022-11-2213:28,民国馆感觉非常适合拍照，但是艺术馆作为一个馆来讲，有一些敷衍了。,4.5,0, , , 
云中鹿梦鱼,2022-11-2209:59," 南京博物院是我国第一座国立大型综合类博物 馆 珍贵文物数量居中国第二，仅次于故宫博物院 是中国三大博物馆之一 这么宝藏的博物馆却很少被人知道！所以喵喵必须推荐，来南京一定要逛逛呀！（还有个叫南京 博物馆，不要搞混啦） ?怎么预约 门票免费，但要提前在官方小程序上预约，进门出示苏康码，进馆直接刷身份证。开馆时间9点，闭馆下午5点，但4点就会停止入馆了喔，每周一 也是闭馆的大家要看好时间呢不要白跑一趟。 南博是一院六馆的设计，推荐参观顺序：历史馆 特展馆，数字馆甲民国馆用艺术馆市非遗 馆，有讲解器20元/个，智能平板30元/个，可以 补充展示更多知识，在这逛四五个小时完全没问题！如果时间不多也要看必看的3个馆噢～ ①历史馆（必看）：主展馆，展示了江苏古代文 明，馆藏品特别多，基本每个展柜里都摆满了文物。 ②特展馆（必看）：会有不定期的特展临展，有些需要买收费票。以前来过的特展有：金色阿富汗一古代文明的十字路口、世界巨匠一意大利文艺 复兴三杰、兄弟王一从满城汉墓到大云山汉墓等等。最近有中国大运河史诗图卷展。 3民国馆（必看）：完全复原了民国时期的街 景，从建筑到各种细节，都是老南京城市文化的缩影。拍照也是超有feel，随手一拍都是民国风！ 穿上民国服装那直接就穿越回去啦！ 4数宇馆：由实体展馆和网络虛拟馆构成的，交互做得非常好，还有一些游戏设置，适合带小朋友来玩玩呢 ⑤艺术馆：有8个展厅分别展示了古代绘画、书法和雕塑3个专题陈列。 6非遗馆：融入陈列、文化、表演和互动一体，展现了江苏热用的民俗活动，传统手工艺，特别是南京的剪纸、皮影、刺绣。   		   ",5,0, , , 
匿名用户,2022-11-2114:55," 孩子参加小白马夏令营的活动时，顺带去看了一下。对于孩子们来说还是需要通过讲解器的帮助才能了解到一些有趣的小知识。老师们通过一些有趣的线索让孩子们提高对文物的兴趣，让孩子们对于一些喜欢的文物印象深刻。 我在里面逛的时候印象最深的就是大报恩寺的一些琉璃。可以想象到当时的大报恩寺是多么美。   		   ",5,1, , , 
一碗人间烟火,2022-11-2110:46," 来南京那么多次一直没机会打卡南京博物院，需要提前在微信南京博物院公众号上进行免费预约，填写身份证信息和预约时间段。进门处的红墙是经典打卡位置。租个讲解器边走边听可以更有效的深入了解各件展品。民国馆还可以租衣拍摄，很有氛围感。   		   ",5,1, , , 
DUNLI,2022-11-2110:31," 已經是第二次來南京博物院了 外觀看似不大的展館 認真看的話 一天未必看得完  主館的展序是依照歷史進程的 從上古到各朝各代 江蘇江南的歷史文物 一飽眼底 數字館更運用了各種數位化的器材 向觀展者演繹著歷史故事 最有意思的是民國風情街 在展場內搭建還原了民國時期 南京的街道風貌 頗有置身時空穿越的感覺  不用門票 但要提前一天預約 現在是淡季 來觀展正是時候   		   ",5,13, , , 
匿名用户,2022-11-2110:16," 很好的了解历史的地方，整个环境干净整洁，有自助的语音讲解租赁，20元一台好像，很方便，里面还有民国馆，真的值得一去，穿上汉服，仿佛真的置身于那个年代，里面很多的介绍也诗情画意，让人感同身受。周末打卡的好去处！   		   ",5,0, , , 
Stephenchen,2022-11-1919:41," 没想到南京博物馆会有这么多人来参观，搞得我也充满了期待  博物馆主建筑透着历史厚重文化的肃穆庄严。走进里面看到了大名鼎鼎的大报恩寺琉璃塔拱门、竹林七贤&荣启期砖画，有文物看，并有秋色赏，楼顶天台喝一杯咖啡吸个氧，舒舒服服   		   ",4.5,0, , , 
summer_451483,2022-11-1916:15," 疫情期间去的，可能就是因为这个原因，所以，博物院很冷清，但是你可以好好逛，仔细逛。租了一个讲解器10元，挺好！去南京已经三次了，每次都是匆匆去匆匆回，不过，10月份的南京，桂花飘香，简直太美啦！还会再去打卡的   		   ",5,1, , , 
突突突猫,2022-11-1913:30,"很有趣的博物院
因为我本身就很爱逛博物馆
南京博物院又很有特色
特别是民国馆
可以留出半天的时间好好参观",4.5,1, , , 
九九桃,2022-11-1821:18," 博物院真的非常值得一去 所有馆逛完少说5-6h 和朋友去的比较晚很遗憾没有都逛完 一定不要节假日前去人是真的会很多hhh 馆内会有盖章的地方虽然要排很久的队 但真的很有纪念意义 民国馆一定要去看看（如果是冲着拍照去的话建议一定要穿旗袍！   		   ",5,15, , , 
点小评0640556618,2022-11-1811:01,最有特色的是民国风情馆。小孩儿特别喜欢。玩都不肯出来。下次还会去的。,5,0, , , 
邹歆婷,2022-11-1810:32," 博物院位置就在市中心，交通还是很方便的～去之前得提前在公众号预约。这个博物院倒是比我想象中要小一点我们约的是历史馆，作为六朝古都的南京，博物院里还是内容很丰富的本来是想请一个讲解的但并没有看到，只能租讲解器，虽然差了点意思但还是不错的   		   ",4,1, , , 
帅气的Harlan,2022-11-1720:50," 来南京的意外惊喜，就是参观了南京博物院。好多展品都是之前课本上看到过的，非常珍贵。展品非常全面，展厅也很多，我在里面逛了三四个小时，非常满足了，不收门票，我租了个解说器，二十块钱很划算，感觉很精致的一个博物馆。   		   ",4.5,0, , , 
匿名用户,2022-11-1720:08,还不错哦值得一观去的时候迫不及待的到里面我才知道我去错景点了好尴尬,5,0, , , 
紅毛丹^_^,2022-11-1701:53," 南京博物院是中国三大博物馆之一…珍贵文物数量居中国第二…仅次于故宫博物院…  假期带娃来这里拓宽眼界…增长知识最合适不过…  一院六馆…历史馆…特展馆…数字馆…民国馆…艺术馆…非遗馆…  珍藏的各类琳琅满目的文物…从远古史前到六朝明清…   		   ",5,1, , , 
点小评4096212925,2022-11-1515:34,非常幸运下午有自愿者讲解，特别专业，很有收获，讲了一个半小时，非常敬业，还得到了漂亮的明信片作为回答问题的奖品釉下彩只有青花釉里红两种，另外的粉彩什么的都是釉上彩。,4.5,0, , , 
Ann_159749,2022-11-1511:23," 交通: 很便捷，方便好找，只需要48小时核酸绿码就可以了，门口保安很负责。 展览内容: 展馆干净卫生，内容丰富，很多生冷不常见的字都不太熟悉，百度百科才明白意思。整体感觉还是很值得来看看的。 展览亮点: 明国馆风情街，打卡拍照很适合。   		   ",5,0, , , 
Tom,2022-11-1409:57," 南京博物院真的值得一去 交通便利～坐地铁??2号线到明故宫站下/??到明故宫/中山门附近 需要提前预约～ 上一次去大约是在好几年前了～里面很大～可以参观的馆有很多～方便大家更好的了解历史认识历史，了解南京的兴衰起伏～ 民国馆：古色古香很有韵味～很赞 再次去过之后发现不虚此行   		   ",5,0, , , 
千千千千纸鹤,2022-11-1322:10," ?来南京一定一定要去南京博物院，我这个在博物馆里走马观花看不懂历史的人都边看边听了三个小时…不得不说买个语音导览有多么重要，更不得不说南京的博物馆真的牛  景点推荐：?????????? 地址：玄武区中山东路321号 交通：地铁2号线明故宫站1号口 开放时间：9:00—17:00（周一闭馆） 参观门票：免费需预约 预约方式：微信小程序“南京博物院”提前预约 进门：携带身份证或社保卡、口罩和48小时核酸  ??强烈推荐：租一个语音导览讲解器或者微信语音导览之类的～有讲解才是有效参观和学习～  ??路线推荐： 主要原则是不走或者说少走冤枉路???? ①服务中心领取参观指南和租语音讲解 ②历史馆 ③特展馆 ④数字馆 ⑤民国馆 ⑥艺术馆 ⑦非遗馆 ??赶时间可以不去数字馆和非遗馆??  ??历史馆 馆藏展示了数十万年前的旧石器时代到唐宋元明清时期的水乡文化自己古代物质和精神文化的多样性，非常壮观有参观价值 ??特展馆 一楼有镇院之宝，是国家一级文物，楼上分别有盛世华彩，走近佛前，精准与华美，陈设清宫等展厅，比较分门别类，可根据喜好参观。 ??数字馆 虚拟的魔幻场景，展馆用抽象概念诠释中华文明发现，小孩子会比较喜欢，我在里面头太晕了，五分钟就参观结束出来了… ??民国馆 很多人在这里拍照打卡，民国建筑场景浓厚，具有时代记忆，人流量比较大。记得拍照?? ??艺术馆 共有两层，主要是雕塑、书法、绘画展厅，有兴趣的可以逐一参观，没体力的就可以简单看看或者不用看了哈哈。 ??非遗馆 展馆很小，也刚刚好在出口处，十分钟左右了解文化遗产还是不错的，结束后这个出口上电梯直接到大门，真正的不走冤枉路～ ??博物馆商店 馆里很多商店，想要购买明信片纪念品博物院周边和盖章的都很方便呦～  ????参观感受 脚很累但心很值得 此景点已经成为了我的主推南京打卡景点   		   ",5,17, , , 
匿名用户,2022-11-1318:43,"南京博物院，真的非常值得去。
藏品全，介绍了很多江苏的文物
明国馆适合拍照",5,1, , , 
夢y1嘫,2022-11-1222:33,带小孩来感受一下，在玩乐中学到一些知识,4.5,0, , , 
在峨眉山聆听的鳗鱼,2022-11-1220:34,适合一个人安静的游览，六朝古都，南京文明,5,0, , , 
匿名用户,2022-11-1219:54," 去了很多次每次都能发现一些新的有意思的文物 历史馆按朝代顺序浏览可以体会到南京这座城在历史中的兴衰起伏 民国馆一般只有节假日里面的小店才会开门 如果想要认真看完需要几个小时 上次去不知道是空调坏了还是没开人多又热   		   ",5,0, , , 
豆包吃肉,2022-11-1014:22," 博物馆需要提前预约，到现场后拿身份证刷卡。南京博物馆很大，进去后随着人流先去了主馆。主馆也分为好几层，最顶上有一个露天咖啡厅，逛累了可以在那里休息一下。博物馆里面人很多，展品种类多展品丰富，过程中也学到了很多。民俗博物馆挺适合拍照，不过人流量大，在另一个馆里（非主馆）。   		   ",4.5,0, , , 
于于静静,2022-11-1011:38," 需要提前预约，人还不少呢，里面是真的很大，各个主题、时期的馆，能看到好多奇珍异宝，还有镇馆之宝。 一定要租语音讲解的，不然纯看是有些寡淡的。每到一处，直接就能匹配到播报，介绍文物的历史、出处、故事，相当有意思。   		   ",5,1, , , 
皮卡乒,2022-11-1005:14," 南京一些不花钱??的遛娃好去处， 首当其冲就是南京博物院啦， 公众号提前预约即可， 你只需要准备48小时核酸检测， 乘地铁2号线明故宫??，步行一会就到啦 大约一到两个小时就可以逛完… 拉上爱拍照的姐妹去民国馆打卡吧， 还有特色小店， 咖啡， 甜品屋， 也可以走进一家小店，情景再现，仿佛穿越成民国时期的小资名媛那些资本家的小姐，太太们，是不是一样爱喝下午茶??呢？   		   ",5,2, , , 
莞尔,2022-11-0916:05,南京博物院真是太棒了，来了好几次了，每年都想来，每次来都很喜欢。感受历史，了解历史，感慨历史。南京博物院真的是个好地方，关键还不收门票，太棒了！,5,1, , , 
爱吃的小鱼,2022-11-0910:06," 一直都比较想来到南京博物院，终于来到了，外观还是非常好看的，是我去过的博物馆中外观最好看的，里面的藏品内容也是比较多的。由于本人的知识储备量不是很大，会选择类似于电子导游的一个机器，整体体验下来还是非常不错的。   		   ",5,2, , , 
瑾丶,2022-11-0812:28," 第一次去还是怀着女儿的时候，那时候因为身体不适没一会就回家了 这次带着女儿和儿子一起探索 首先历史馆通过时间轴从远古时代到历史上的各个朝代来布局了藏品，并且还有不同版本的讲解器可以租用，成人，中学生，儿童版本，很有人性化 科技馆的展出喝几年前没有太大区别，有点设施比较陈旧了，不过会有小朋友感兴趣互动的一些游戏来激发孩子们的乐趣点 当然我最喜欢的还是民国馆，喜欢那种沉浸式的氛围，而且里面得商铺比几年前要丰富，期待下次一家四口来一起拍照?? 还有点很好，里面会有直饮水～   		   ",5,0, , , 
MsLIU,2022-11-0722:15,太震撼了～太好逛了～太多好看的文物了～怎么可以这么壮观～去到一个城市旅游我就很喜欢参观他们的博物馆～因为每个地方都有不一样的历史故事～值得再来～我在里面整整走了两个小时～太舒服了,5,10, , , 
涂涂向上,2022-11-0714:45,"  交通:没有停车场，适合搭车过去游玩。 展览内容:场馆很多个，内容很全面，里面还有搭配解读的耳机适合老人和学生。馆内设置挺齐全，布置大气，馆藏珍贵。3个多小时没看完，免门票，走马观花的看了看，周末得时光可以带孩子经常去看看！ 展览亮点:地下室的明国历史街区亮了眼，很是应景的不设。   		   ",5,2, , , 
是刘小米啊,2022-11-0616:04," 到一个地方就喜欢去参观博物馆，了解当地的历史文化，南京博物院是除了故宫之外，我个人比较喜欢的博物院。 建议在入馆后就租一个随身携带的耳麦，好像是20元，记不太清了。走到文物旁边就会自动讲解，文物的由来、制作工艺、主人的背景一一详解。出来的地方还有文创周边，做得很精致，可以带几件回去当伴手礼。   		   ",4.5,0, , , 
小阿飞,2022-11-0614:05,藏品非常丰富，对历史增加了更直观的认识。要逛大概半天的时间，可以租借电子讲解器。,5,0, , , 
点小评9061965627,2022-11-0601:16,南京博物院挺好的，就是门口的商贩恶心，不买还骂人拉低景区素质希望赶走，仗着旁边是景区坐地起价一根淀粉肠卖六块钱无语，也没人管就随便他们在那边卖？无语得很,0.5,0, , , 
189159玲,2022-11-0522:08,南京博物馆每年都要带孩子来一次，值得游玩,5,0, , , 
竹轮lggly,2022-11-0422:32," 南京博物院真的一点都不会无趣诶！巨大，一下午都没玩完  交通: 门口排队一直排老长，但如果是自驾的话，车子直接停地下停车场，直接走上去可以免了排队了hhh  展览亮点:  民国馆必打卡，都是民国时期的建筑风格很出片，还有各种非遗售卖，里面还有一个茶社可以听戏，买茶买点心就可以坐着看戏了   		   ",4.5,0, , , 
匿名用户,2022-11-0416:34," 南博一直都是我很喜欢去逛的地方，建筑古典考究，红色屋顶复古耐看，对称和谐，具有观赏和实用价值。一天肯定逛不完，适合经常来参观。个人认为，想最直观、最快速地了解一个城市的发展演变过程和背景文化，博物院不失为一个最佳去处，作为文化，建筑，历史的载体，古今对照，通过充分了解人类的过去，才能更好地认识未来～   		   ",5,0, , , 
joanna皛妖精,2022-11-0414:48,需要半天时间差不多就够了，图片拍的是个别自己感兴趣以及喜欢的物件儿。我是去提升识别老物件儿眼光的，不定期会去看看,5,1, , , 
煮饭阿姨biubiubiu～,2022-11-0316:03," 来到南京必打卡南京博物馆，要提前预约，周一闭馆，在微信公众号上就可以预约，整个博物馆还是挺大的，租了一台讲解器，20元，我觉得还是很有必要的，要不然就是走马观花了，当天去人不是很多，在里面逛了好久，有机会还会再去   		   ",5,2, , , 
roiroii,2022-11-0312:38," 南博基本上就算是没什么真正的好东西吧，摘一些这次重点看的内容吧。 1.金缕玉衣—徐州大云山汉墓（墓主：西汉江都王刘非) 2.南朝竹林七贤与荣启期砖画 3.羽人戏虎砖画 4.唐青花瓷片 5.沈周《湖天泛舟图》 6.郑板桥山水画 7.吴昌硕篆书 8.于右任书法 9.黄作宾篆书 10.林散之书法 11.傅抱石《山阴道上》 12.傅抱石《山鬼》 13.奚冈工笔画   		   ",5,1, , , 
噗,2022-11-0310:18," 南京感觉像一个装满历史的宝盒 从石器时代到近现代 随便说到哪 都能从里面翻出满是故事的压箱宝 相比蜀地泼辣喧闹的热烈 秦准更多的是清雅恬静的朦胧 国庆***式的降温令人印象深刻 雨天在六合吃了不少闭门羹 走遍博物院的脚底板现在还在隐隐作痛 饱满的旅途回忆中唯一遗憾的是 没来得及尝一口刚出炉还冒着热气的梅花糕   		   ",5,0, , , 
meewow,2022-11-0219:42," 身份证预约，场馆很大内容很丰富，甚至一整个下午逛得有些累。 交通:地铁直达很方便。 展览内容:很多网红表情包文物，还有大名鼎鼎的民国馆沉浸式体验，墙体和文物布置设计得也很好很有氛围，没有大屠杀纪念馆和雨花台那么沉重，适合带孩子来科普，很棒的体验。   		   ",4.5,0, , , 
mark0914,2022-11-0210:15," 提前预约好，虽然说4点后就不能进了，其实还可以进去，5点左右开始提示闭馆。 我本人非常喜欢南博，而且这里翻新也很快，基本隔两年来看都有不一样的景象。  交通:地铁2号线到明故宫站出来，旁边就是维景大酒店。 周围吃的不多，对面是南航。   		   ",5,0, , , 
花兔兔巨能吃,2022-11-0209:58," 不去会抱憾终身的南京博物馆 需要预约，我没约上，就顺便来打个卡，博物馆还是很大的，建议打车去，停车非常困难，有交警在门口指挥的。 里面还有一些手工艺品！应该有非遗的，值得一看，或许你在跟手工艺大师聊天的时候还能聊出点历史。   		   ",4.5,0, , , 
幺爸儿,2022-11-0209:46,博物馆的门票是免费的。可以感受历史的熏陶。,5,0, , , 
杏红恰茶吗,2022-11-0121:12," 还挺大的，不过两个小时走马观花也差不多。 我偏爱看雕塑和画，这两个展馆停留时间会稍微多一些，其他就是看一眼。 整个地方动线设计挺合理的，我乱走的，居然也顺利走完了全部展馆，没怎么绕圈圈，基本看完一个顺路往下走就能达到下一个展馆。 （租了有声导览，下午抵达租的，20元不限时，闭馆前归还即可，不确定有没有分上午下午。）  唯一让我有点疑惑的是饮用水的设计，放在了卫生间入口处，我差点以为是洗手池，假装镇定绕开进了洗手间。下一秒就听见一个工作人员在提醒后面的人：这是饮用水，不是洗手的。   		   ",5,0, , , 
猫儿吃豆腐,2022-11-0117:48," 南博没的说，yyds！南京感觉目前去的最多就是南京博物馆了，有的展馆定期会更换，每次去都挺新颖的，有的还是墓葬品，多少年前的骸骨，玉玺，龙椅……在视觉上很有冲击力，而且这次去还发现新造了一个小庭院，挺像瞻园的，不过南博最推荐还是民国馆！   		   ",5,0, , , 
远远的大世界,2022-11-0112:10," 南京是一个适合穷游的城市，中山陵、夫子庙、南京科技馆、南京博物院……这些经典旅游地都是免费的[微笑R][微笑R] 	 ??今天又去了南京博物院，这是每年都会带娃去的地方，这次租了一台儿童讲解器，20元，省心省力的遛了一下午，把各个朝代给他捋了一遍，顺便看看雕塑馆和绘画书法展，提升一下美育。 ??展馆里有很多盖戳的地方，可以提前带一个白色空白本过来盖绰绰，也可以在这边直接买，也不贵。 ??停车???：地下停车场如果???了，可以停马路对面的园区里，也不贵好像4-5块钱一小时，或者坐地铁??也很方便。 ??饮食：民国馆有一些吃喝的，浅尝一下，不能填饱肚子，门口的小商贩卖梅花糕还有鸡蛋饼的建议看好再买[失望R][失望R]（这边省略一万字） ??游玩时间：粗略看半天，深度看需要一天。每一次去都有新发现[微笑R][微笑R]   		   ",5,0, , , 
烤_面包机,2022-11-0111:37," 交通: 交通方便 就是周围没什么吃的对面的几家小餐馆不太行  展览内容: 场馆很多很大差不多要一天时间 去的太晚来不看完 里面很多精品都很好看东西非常的多 好几层一些下馆子挺有意思 有些山水画和字帖就基本差不多反正也看不懂   		   ",5,0, , , 
